UNIV_FISCAL_YR,FIN_COA_CD,FIN_OBJECT_CD,FIN_OBJ_CD_NM,FIN_OBJ_CD_SHRT_NM,FIN_OBJ_ACTIVE_CD,OBJ_ID,VER_NBR
2011,IN,2480,PROFESSIONAL NONEXEMPT,PROF NONXMPT,Y,cd9b3a20-f0f5-11e0-b437-123139104432,1
2011,IN,2500,NON-EXEMPT STAFF SALARIES,NON-EX STAFF,Y,cdb3fde4-f0f5-11e0-b437-123139104432,1
2011,IN,3000,NON STUDENT REG HOURS,HRLY REGULAR,Y,cde9433c-f0f5-11e0-b437-123139104432,1
2011,IN,3050,PERF HOURLY COMPENSATION,PERF HOURLY,Y,ce038aa8-f0f5-11e0-b437-123139104432,1
2011,IN,3200,OVERTIME - STAFF,O T - STAFF,Y,ce1c8378-f0f5-11e0-b437-123139104432,1
2011,IN,3250,OVERTIME - HOURLY,O T - HRLY,Y,ce3e0b38-f0f5-11e0-b437-123139104432,1
2011,IN,3300,COMMUNITY SERVICE WORK STUDY,COMM SV WSTY,Y,ce56ed7e-f0f5-11e0-b437-123139104432,1
2011,IN,3301,COMMUNITY SERVICE SUMMER WORKSTUDY,WKST SU CS,Y,ce73de02-f0f5-11e0-b437-123139104432,1
2011,IN,3390,90% COMMUNITY SERVICE WORKSTUDY,90%COMMSV WS,Y,ce8cb7d8-f0f5-11e0-b437-123139104432,1
2011,IN,3500,STUDENT REG HOURS,STUD HOURLY,Y,ceac0836-f0f5-11e0-b437-123139104432,1
2011,IN,3800,STUDENT WORK STUDY HOURS,STU WRKSTUDY,Y,cec50fc0-f0f5-11e0-b437-123139104432,1
2011,IN,3801,REGULAR SUMMER WORKSTUDY,WKST SU REG,Y,ceddc966-f0f5-11e0-b437-123139104432,1
2011,IN,3950,WRKSTUDY COMMUNITY SERVICE READING TUTOR,WKST CSRD,Y,cef6907c-f0f5-11e0-b437-123139104432,1
2011,IU,2480,PROFESSIONAL NONEXEMPT,PROF NONXMPT,Y,cf13dc36-f0f5-11e0-b437-123139104432,1
2011,IU,2500,NON-EXEMPT STAFF SALARIES,NON-EX STAFF,Y,cf2cc066-f0f5-11e0-b437-123139104432,1
2011,IU,3300,BOND INTEREST,BOND INT,Y,cf4b4d9c-f0f5-11e0-b437-123139104432,1
2011,KO,2480,PROFESSIONAL NONEXEMPT,PROF NONXMPT,Y,cf64ee82-f0f5-11e0-b437-123139104432,1
2011,KO,2500,NON-EXEMPT STAFF SALARIES,NON-EX STAFF,Y,cf7e44cc-f0f5-11e0-b437-123139104432,1
2011,KO,3000,NON STUDENT REG HOURS,HRLY REGULAR,Y,cf983c38-f0f5-11e0-b437-123139104432,1
2011,KO,3050,PERF HOURLY COMPENSATION,PERF HOURLY,Y,cfb0efbc-f0f5-11e0-b437-123139104432,1
2011,KO,3200,OVERTIME - STAFF,O T - STAFF,Y,cfc9d428-f0f5-11e0-b437-123139104432,1
2011,KO,3250,OVERTIME - HOURLY,O T - HRLY,Y,cfec382e-f0f5-11e0-b437-123139104432,1
2011,KO,3300,COMMUNITY SERVICE WORK STUDY,COMM SV WSTY,Y,d00543d2-f0f5-11e0-b437-123139104432,1
2011,KO,3301,COMMUNITY SERVICE SUMMER WORKSTUDY,WKST SU CS,Y,d02027f6-f0f5-11e0-b437-123139104432,1
2011,KO,3390,90% COMMUNITY SERVICE WORKSTUDY,90%COMMSV WS,Y,d03922ec-f0f5-11e0-b437-123139104432,1
2011,KO,3500,STUDENT REG HOURS,STUDENT,Y,d0547380-f0f5-11e0-b437-123139104432,1
2011,KO,3800,STUDENT WORK STUDY HOURS,STU WRKSTUDY,Y,d06d4e8c-f0f5-11e0-b437-123139104432,1
2011,KO,3801,REGULAR SUMMER WORKSTUDY,WKST SU REG,Y,d0866d54-f0f5-11e0-b437-123139104432,1
2011,KO,3950,WRKSTUDY COMMUNITY SERVICE READING TUTOR,WKST CSRD,Y,d09f49b4-f0f5-11e0-b437-123139104432,1
2011,NW,2480,PROFESSIONAL NONEXEMPT,PROF NONXMPT,Y,d0bf4548-f0f5-11e0-b437-123139104432,1
2011,NW,2500,NON-EXEMPT STAFF SALARIES,NON-EX STAFF,Y,d0d83d8c-f0f5-11e0-b437-123139104432,1
2011,NW,3000,NON STUDENT REG HOURS,HRLY REGULAR,Y,d0f53cd4-f0f5-11e0-b437-123139104432,1
2011,NW,3050,PERF HOURLY COMPENSATION,PERF HOURLY,Y,d10e2190-f0f5-11e0-b437-123139104432,1
2011,NW,3200,OVERTIME - STAFF,O T - STAFF,Y,d12c014c-f0f5-11e0-b437-123139104432,1
2011,NW,3250,OVERTIME - HOURLY,O T - HRLY,Y,d144e2ac-f0f5-11e0-b437-123139104432,1
2011,NW,3300,COMMUNITY SERVICE WORK STUDY,COMM SV WSTY,Y,d15fab8c-f0f5-11e0-b437-123139104432,1
2011,NW,3301,COMMUNITY SERVICE SUMMER WORKSTUDY,WKST SU CS,Y,d1788800-f0f5-11e0-b437-123139104432,1
2011,NW,3390,90% COMMUNITY SERVICE WORKSTUDY,90%COMMSV WS,Y,d194f774-f0f5-11e0-b437-123139104432,1
2011,NW,3500,STUDENT REG HOURS,STUDENT,Y,d1add62c-f0f5-11e0-b437-123139104432,1
2011,NW,3800,STUDENT WORK STUDY HOURS,STU WRKSTUDY,Y,d1cc64e8-f0f5-11e0-b437-123139104432,1
2011,NW,3801,REGULAR SUMMER WORKSTUDY,WKST SU REG,Y,d1e54eae-f0f5-11e0-b437-123139104432,1
2011,NW,3950,WRKSTUDY COMMUNITY SERVICE READING TUTOR,WKST CSRD,Y,d1fe511a-f0f5-11e0-b437-123139104432,1
2011,SB,2480,PROFESSIONAL NONEXEMPT,PROF NONXMPT,Y,d2172d98-f0f5-11e0-b437-123139104432,1
2011,SB,2500,NON-EXEMPT STAFF SALARIES,NON-EX STAFF,Y,d2349ee6-f0f5-11e0-b437-123139104432,1
2011,SB,3000,NON STUDENT REG HOURS,HRLY REGULAR,Y,d24dba70-f0f5-11e0-b437-123139104432,1
2011,SB,3050,PERF HOURLY COMPENSATION,PERF HOURLY,Y,d26b91da-f0f5-11e0-b437-123139104432,1
2011,SB,3200,OVERTIME - STAFF,O T - STAFF,Y,d28475e2-f0f5-11e0-b437-123139104432,1
2011,SB,3250,OVERTIME - HOURLY,O T - HRLY,Y,d2a07d3c-f0f5-11e0-b437-123139104432,1
2011,SB,3300,COMMUNITY SERVICE WORK STUDY,COMM SV WSTY,Y,d2b957d0-f0f5-11e0-b437-123139104432,1
2011,SB,3301,COMMUNITY SERVICE SUMMER WORKSTUDY,WKST SU CS,Y,d2d756cc-f0f5-11e0-b437-123139104432,1
2011,SB,3390,90% COMMUNITY SERVICE WORKSTUDY,90%COMMSV WS,Y,d2f0413c-f0f5-11e0-b437-123139104432,1
2011,SB,3500,STUDENT REG HOURS,STUDENT,Y,d30d16ea-f0f5-11e0-b437-123139104432,1
2011,SB,3800,STUDENT WORK STUDY HOURS,STU WRKSTUDY,Y,d325e92c-f0f5-11e0-b437-123139104432,1
2011,SB,3801,REGULAR SUMMER WORKSTUDY,WKST SU REG,Y,d341124c-f0f5-11e0-b437-123139104432,1
2011,SB,3950,WRKSTUDY COMMUNITY SERVICE READING TUTOR,WKST CSRD,Y,d35bf7a6-f0f5-11e0-b437-123139104432,1
2011,SE,2480,PROFESSIONAL NONEXEMPT,PROF NONXMPT,Y,d37719be-f0f5-11e0-b437-123139104432,1
2011,SE,2500,NON-EXEMPT STAFF SALARIES,NON-EX STAFF,Y,d39003ac-f0f5-11e0-b437-123139104432,1
2011,SE,3000,NON STUDENT REG HOURS,HRLY REGULAR,Y,d3aaba94-f0f5-11e0-b437-123139104432,1
2011,SE,3050,PERF HOURLY COMPENSATION,PERF HOURLY,Y,d3c3a6da-f0f5-11e0-b437-123139104432,1
2011,SE,3200,OVERTIME - STAFF,O T - STAFF,Y,d3e14190-f0f5-11e0-b437-123139104432,1
2011,SE,3250,OVERTIME - HOURLY,O T - HRLY,Y,d3fa5b12-f0f5-11e0-b437-123139104432,1
2011,SE,3300,COMMUNITY SERVICE WORK STUDY,COMM WV WSTY,Y,d418aeb4-f0f5-11e0-b437-123139104432,1
2011,SE,3301,COMMUNITY SERVICE SUMMER WORKSTUDY,WKST SU CS,Y,d4321e62-f0f5-11e0-b437-123139104432,1
2011,SE,3390,90% COMMUNITY SERVICE WORKSTUDY,90%COMMSV WS,Y,d44daa92-f0f5-11e0-b437-123139104432,1
2011,SE,3500,STUDENT REG HOURS,STUDENT,Y,d4668814-f0f5-11e0-b437-123139104432,1
2011,SE,3800,STUDENT WORK STUDY HOURS,STU WRKSTUDY,Y,d4842da6-f0f5-11e0-b437-123139104432,1
2011,SE,3801,REGULAR SUMMER WORKSTUDY,WKST SU REG,Y,d49d1f50-f0f5-11e0-b437-123139104432,1
2011,SE,3950,WRKSTUDY COMMUNITY SERVICE READING TUTOR,WKST CSRD,Y,d4b789ee-f0f5-11e0-b437-123139104432,1
2011,UA,2480,PROFESSIONAL NONEXEMPT,PROF NONXMPT,Y,d4d07f44-f0f5-11e0-b437-123139104432,1
2011,UA,2500,NON-EXEMPT STAFF SALARIES,NON-EX STAFF,Y,d4edf330-f0f5-11e0-b437-123139104432,1
2011,UA,3000,NON STUDENT REG HOURS,HRLY REGULAR,Y,d506f5f6-f0f5-11e0-b437-123139104432,1
2011,UA,3050,PERF HOURLY COMPENSATION,PERF HOURLY,Y,d521ad42-f0f5-11e0-b437-123139104432,1
2011,UA,3200,OVERTIME - STAFF,O T - STAFF,Y,d53ad33a-f0f5-11e0-b437-123139104432,1
2011,UA,3250,OVERTIME - HOURLY,O T - HRLY,Y,d55913ea-f0f5-11e0-b437-123139104432,1
2011,UA,3300,COMMUNITY SERVICE WORK STUDY,COMM SV WSTY,Y,d572495a-f0f5-11e0-b437-123139104432,1
2011,UA,3301,COMMUNITY SERVICE SUMMER WORKSTUDY,WKST SU CS,Y,d58e13a6-f0f5-11e0-b437-123139104432,1
2011,UA,3390,90% COMMUNITY SERVICE WORKSTUDY,90%COMMSV WS,Y,d5af40d0-f0f5-11e0-b437-123139104432,1
2011,UA,3500,STUDENT REG HOURS,STUDENT,Y,d5c866e6-f0f5-11e0-b437-123139104432,1
2011,UA,3800,STUDENT WORK STUDY HOURS,STU WRKSTUDY,Y,d5e2e62e-f0f5-11e0-b437-123139104432,1
2011,UA,3801,REGULAR SUMMER WORKSTUDY,WKST SU REG,Y,d5fbec82-f0f5-11e0-b437-123139104432,1
2011,UA,3950,WRKSTUDY COMMUNITY SERVICE READING TUTOR,WKST CSRD,Y,d6170c42-f0f5-11e0-b437-123139104432,1
2012,BA,2480,PROFESSIONAL NONEXEMPT,PROF NONXMPT,Y,d6309d2e-f0f5-11e0-b437-123139104432,1
2012,BA,2500,NON-EXEMPT STAFF SALARIES,NON-EX STAFF,Y,d649abd4-f0f5-11e0-b437-123139104432,1
2012,BA,3000,NON STUDENT REG HOURS,HRLY REGULAR,Y,d665a690-f0f5-11e0-b437-123139104432,1
2012,BA,3050,PERF HOURLY COMPENSATION,PERF HOURLY,Y,d6820ea2-f0f5-11e0-b437-123139104432,1
2012,BA,3200,OVERTIME - STAFF,O T - STAFF,Y,d69afc46-f0f5-11e0-b437-123139104432,1
2012,BA,3250,OVERTIME - HOURLY,O T - HRLY,Y,d6b41442-f0f5-11e0-b437-123139104432,1
2012,BA,3300,COMMUNITY SERVICE WORK STUDY,SUM ST WSTY,Y,d6d06f8e-f0f5-11e0-b437-123139104432,1
2012,BA,3301,COMMUNITY SERVICE SUMMER WORKSTUDY,WKST SU CS,Y,d6e97d4e-f0f5-11e0-b437-123139104432,1
2012,BA,3390,90% COMMUNITY SERVICE WORKSTUDY,90%COMMSV WS,Y,d703e972-f0f5-11e0-b437-123139104432,1
2012,BA,3500,STUDENT REG HOURS,STUDENT,Y,d71cfc32-f0f5-11e0-b437-123139104432,1
2012,BA,3800,STUDENT WORK STUDY,STU WRKSTDY,Y,d73a8c20-f0f5-11e0-b437-123139104432,1
2012,BA,3801,REGULAR SUMMER WORKSTUDY,WKST SU REG,Y,d753eb02-f0f5-11e0-b437-123139104432,1
2012,BA,3950,WRKSTUDY COMMUNITY SERVICE READING TUTOR,WKST CSRD,Y,d7745946-f0f5-11e0-b437-123139104432,1
2012,BL,2480,PROFESSIONAL NONEXEMPT,PROF NONXMPT,Y,d78d7746-f0f5-11e0-b437-123139104432,1
2012,BL,2500,NON-EXEMPT STAFF SALARIES,NON-EX STAFF,Y,d7a92400-f0f5-11e0-b437-123139104432,1
2012,BL,3000,HOURLY STAFF-NON-STUDENT REGULAR HOURS,HR ST NS REG,Y,d7c48678-f0f5-11e0-b437-123139104432,1
2012,BL,3050,PERF HOURLY COMPENSATION,PERF HOURLY,Y,d7de7a60-f0f5-11e0-b437-123139104432,1
2012,BL,3200,OVERTIME - STAFF,O T - STAFF,Y,d7f78596-f0f5-11e0-b437-123139104432,1
2012,BL,3250,OVERTIME - HOURLY,O T - HRLY,Y,d8165106-f0f5-11e0-b437-123139104432,1
2012,BL,3300,COMMUNITY SERVICE WORK STUDY,COMM SV WSTY,Y,d82f5c32-f0f5-11e0-b437-123139104432,1
2012,BL,3301,COMMUNITY SERVICE SUMMER WORKSTUDY,WKST SU CS,Y,d84d1a56-f0f5-11e0-b437-123139104432,1
2012,BL,3390,90% COMMUNITY SERVICE WORKSTUDY,90%COMMSV WS,Y,d867ee94-f0f5-11e0-b437-123139104432,1
2012,BL,3500,STUDENT REG HOURS,STUDENT,Y,d881017c-f0f5-11e0-b437-123139104432,1
2012,BL,3800,STUDENT WORK STUDY HOURS,STU WRKSTUDY,Y,d899f7e0-f0f5-11e0-b437-123139104432,1
2012,BL,3801,REGULAR SUMMER WORKSTUDY,WKST SU REG,Y,d8b2f2d6-f0f5-11e0-b437-123139104432,1
2012,BL,3950,WRKSTUDY COMMUNITY SERVICE READING TUTOR,WKST CSRD,Y,d8cbd742-f0f5-11e0-b437-123139104432,1
2012,EA,2480,PROFESSIONAL NONEXEMPT,PROF NONXMPT,Y,d8e4d724-f0f5-11e0-b437-123139104432,1
2012,EA,2500,NON-EXEMPT STAFF SALARIES,NON-EX STAFF,Y,d8fdc73e-f0f5-11e0-b437-123139104432,1
2012,EA,3000,NON STUDENT REG HOURS,HRLY REGULAR,Y,d91af9e4-f0f5-11e0-b437-123139104432,1
2012,EA,3050,PERF HOURLY COMPENSATION,PERF HOURLY,Y,d933dc8e-f0f5-11e0-b437-123139104432,1
2012,EA,3200,OVERTIME - STAFF,O T - STAFF,Y,d94fa356-f0f5-11e0-b437-123139104432,1
2012,EA,3250,OVERTIME - HOURLY,O T - HRLY,Y,d96893ac-f0f5-11e0-b437-123139104432,1
2012,EA,3300,COMMUNITY SERVICE WORK STUDY,COMM SV WSTY,Y,d985a5dc-f0f5-11e0-b437-123139104432,1
2012,EA,3301,COMMUNITY SERVICE SUMMER WORKSTUDY,WKST SU CS,Y,d9a10476-f0f5-11e0-b437-123139104432,1
2012,EA,3390,90% COMMUNITY SERVICE WORKSTUDY,90%COMMSV WS,Y,d9bbe5f2-f0f5-11e0-b437-123139104432,1
2012,EA,3500,STUDENT REG HOURS,STUDENT,Y,d9d791f8-f0f5-11e0-b437-123139104432,1
2012,EA,3800,STUDENT WORK STUDY HOURS,STU WRKSTUDY,Y,d9f07e7a-f0f5-11e0-b437-123139104432,1
2012,EA,3801,REGULAR SUMMER WORKSTUDY,WKST SU REG,Y,da0962d2-f0f5-11e0-b437-123139104432,1
2012,EA,3950,WRKSTUDY COMMUNITY SERVICE READING TUTOR,WKST CSRD,Y,da24137a-f0f5-11e0-b437-123139104432,1
2012,FW,2480,PROFESSIONAL NONEXEMPT,PROF NONXMPT,Y,da3cf3c2-f0f5-11e0-b437-123139104432,1
2012,FW,2500,NON-EXEMPT STAFF SALARIES,NON-EX STAFF,Y,da5a9148-f0f5-11e0-b437-123139104432,1
2012,FW,3000,NON STUDENT REG HOURS,HRLY REGULAR,Y,da7371fe-f0f5-11e0-b437-123139104432,1
2012,FW,3050,PERF HOURLY COMPENSATION,PERF HOURLY,Y,da9178ca-f0f5-11e0-b437-123139104432,1
2012,FW,3200,OVERTIME - STAFF,O T - STAFF,Y,daab27ca-f0f5-11e0-b437-123139104432,1
2012,FW,3250,OVERTIME - HOURLY,O T - HRLY,Y,dac46fa0-f0f5-11e0-b437-123139104432,1
2012,FW,3300,COMMUNITY SERVICE WORK STUDY,COMM SV WSTY,Y,dadd4c6e-f0f5-11e0-b437-123139104432,1
2012,FW,3301,COMMUNITY SERVICE SUMMER WORKSTUDY,WKST SU CS,Y,daf9a756-f0f5-11e0-b437-123139104432,1
2012,FW,3390,90% COMMUNITY SERVICE WORKSTUDY,90%COMMSV WS,Y,db1290c2-f0f5-11e0-b437-123139104432,1
2012,FW,3500,STUDENT REG HOURS,STUDENT,Y,db31bbc8-f0f5-11e0-b437-123139104432,1
2012,FW,3800,STUDENT WORK STUDY HOURS,STU WRKSTUDY,Y,db4aa20a-f0f5-11e0-b437-123139104432,1
2012,FW,3801,REGULAR SUMMER WORKSTUDY,WKST SU REG,Y,db6502da-f0f5-11e0-b437-123139104432,1
2012,FW,3950,WRKSTUDY COMMUNITY SERVICE READING TUTOR,WKST CSRD,Y,db7df466-f0f5-11e0-b437-123139104432,1
2012,HO,3000,NON STUDENT REG HOURS,NON STU REG,Y,db9afc14-f0f5-11e0-b437-123139104432,1
2012,IA,2480,PROFESSIONAL NONEXEMPT,PROF NONXMPT,Y,dbb4b99c-f0f5-11e0-b437-123139104432,1
2012,IA,2500,NON-EXEMPT STAFF SALARIES,NON-EX STAFF,Y,dbd4e032-f0f5-11e0-b437-123139104432,1
2012,IA,3000,NON STUDENT REG HOURS,NON STU REG,Y,dbee446e-f0f5-11e0-b437-123139104432,1
2012,IA,3050,PERF HOURLY COMPENSATION,PERF HOURLY,Y,dc073230-f0f5-11e0-b437-123139104432,1
2012,IA,3200,OVERTIME - STAFF,O T - STAFF,Y,dc203f46-f0f5-11e0-b437-123139104432,1
2012,IA,3250,OVERTIME - HOURLY,O T - HRLY,Y,dc3e35be-f0f5-11e0-b437-123139104432,1
2012,IA,3300,COMMUNITY SERVICE WORK STUDY,COMM SV WSTY,Y,dc570c38-f0f5-11e0-b437-123139104432,1
2012,IA,3301,COMMUNITY SERVICE SUMMER WORKSTUDY,WKST SU CS,Y,dc7184d2-f0f5-11e0-b437-123139104432,1
2012,IA,3390,90% COMMUNITY SERVICE WORKSTUDY,90%COMMSV WS,Y,dc8a99a4-f0f5-11e0-b437-123139104432,1
2012,IA,3500,STUDENT REG HOURS,STU REG HOUR,Y,dca37410-f0f5-11e0-b437-123139104432,1
2012,IA,3800,STUDENT WORK STUDY HOURS,STU WORK STU,Y,dcbc5b06-f0f5-11e0-b437-123139104432,1
2012,IA,3801,REGULAR SUMMER WORKSTUDY,WKST SU REG,Y,dcdeb304-f0f5-11e0-b437-123139104432,1
2012,IA,3950,WRKSTUDY COMMUNITY SERVICE READING TUTOR,WKST CSRD,Y,dcf7a3dc-f0f5-11e0-b437-123139104432,1
2012,IN,2480,PROFESSIONAL NONEXEMPT,PROF NONXMPT,Y,dd12768a-f0f5-11e0-b437-123139104432,1
2012,IN,2500,NON-EXEMPT STAFF SALARIES,NON-EX STAFF,Y,dd2b8dd2-f0f5-11e0-b437-123139104432,1
2012,IN,3000,NON STUDENT REG HOURS,HRLY REGULAR,Y,dd4462ee-f0f5-11e0-b437-123139104432,1
2012,IN,3050,PERF HOURLY COMPENSATION,PERF HOURLY,Y,dd5d3b34-f0f5-11e0-b437-123139104432,1
2012,IN,3200,OVERTIME - STAFF,O T - STAFF,Y,dd7d004a-f0f5-11e0-b437-123139104432,1
2012,IN,3250,OVERTIME - HOURLY,O T - HRLY,Y,dd95df02-f0f5-11e0-b437-123139104432,1
2012,IN,3300,COMMUNITY SERVICE WORK STUDY,COMM SV WSTY,Y,ddaea2b2-f0f5-11e0-b437-123139104432,1
2012,IN,3301,COMMUNITY SERVICE SUMMER WORKSTUDY,WKST SU CS,Y,ddc893ac-f0f5-11e0-b437-123139104432,1
2012,IN,3390,90% COMMUNITY SERVICE WORKSTUDY,90%COMMSV WS,Y,dde5bffe-f0f5-11e0-b437-123139104432,1
2012,IN,3500,STUDENT REG HOURS,STUD HOURLY,Y,ddfeb07c-f0f5-11e0-b437-123139104432,1
2012,IN,3800,STUDENT WORK STUDY HOURS,STU WRKSTUDY,Y,de1d5888-f0f5-11e0-b437-123139104432,1
2012,IN,3801,REGULAR SUMMER WORKSTUDY,WKST SU REG,Y,de3651bc-f0f5-11e0-b437-123139104432,1
2012,IN,3950,WRKSTUDY COMMUNITY SERVICE READING TUTOR,WKST CSRD,Y,de5419e0-f0f5-11e0-b437-123139104432,1
2012,IU,2480,PROFESSIONAL NONEXEMPT,PROF NONXMPT,Y,de6d14e0-f0f5-11e0-b437-123139104432,1
2012,IU,2500,NON-EXEMPT STAFF SALARIES,NON-EX STAFF,Y,de874fae-f0f5-11e0-b437-123139104432,1
2012,IU,3300,BOND INTEREST,BOND INT,Y,dea080d2-f0f5-11e0-b437-123139104432,1
2012,KO,2480,PROFESSIONAL NONEXEMPT,PROF NONXMPT,Y,deb98528-f0f5-11e0-b437-123139104432,1
2012,KO,2500,NON-EXEMPT STAFF SALARIES,NON-EX STAFF,Y,ded27e20-f0f5-11e0-b437-123139104432,1
2012,KO,3000,NON STUDENT REG HOURS,HRLY REGULAR,Y,deef0fcc-f0f5-11e0-b437-123139104432,1
2012,KO,3050,PERF HOURLY COMPENSATION,PERF HOURLY,Y,df0856d0-f0f5-11e0-b437-123139104432,1
2012,KO,3200,OVERTIME - STAFF,O T - STAFF,Y,df25687e-f0f5-11e0-b437-123139104432,1
2012,KO,3250,OVERTIME - HOURLY,O T - HRLY,Y,df3e406a-f0f5-11e0-b437-123139104432,1
2012,KO,3300,COMMUNITY SERVICE WORK STUDY,COMM SV WSTY,Y,df5bab64-f0f5-11e0-b437-123139104432,1
2012,KO,3301,COMMUNITY SERVICE SUMMER WORKSTUDY,WKST SU CS,Y,df7677dc-f0f5-11e0-b437-123139104432,1
2012,KO,3390,90% COMMUNITY SERVICE WORKSTUDY,90%COMMSV WS,Y,df93fb72-f0f5-11e0-b437-123139104432,1
2012,KO,3500,STUDENT REG HOURS,STUDENT,Y,dfacef56-f0f5-11e0-b437-123139104432,1
2012,KO,3800,STUDENT WORK STUDY HOURS,STU WRKSTUDY,Y,dfcafb7c-f0f5-11e0-b437-123139104432,1
2012,KO,3801,REGULAR SUMMER WORKSTUDY,WKST SU REG,Y,dfe408c4-f0f5-11e0-b437-123139104432,1
2012,KO,3950,WRKSTUDY COMMUNITY SERVICE READING TUTOR,WKST CSRD,Y,dffcd994-f0f5-11e0-b437-123139104432,1
2012,NW,2480,PROFESSIONAL NONEXEMPT,PROF NONXMPT,Y,e015c5b2-f0f5-11e0-b437-123139104432,1
2012,NW,2500,NON-EXEMPT STAFF SALARIES,NON-EX STAFF,Y,e0329a02-f0f5-11e0-b437-123139104432,1
2012,NW,3000,NON STUDENT REG HOURS,HRLY REGULAR,Y,e04b7b4e-f0f5-11e0-b437-123139104432,1
2012,NW,3050,PERF HOURLY COMPENSATION,PERF HOURLY,Y,e064af60-f0f5-11e0-b437-123139104432,1
2012,NW,3200,OVERTIME - STAFF,O T - STAFF,Y,e07d723e-f0f5-11e0-b437-123139104432,1
2012,NW,3250,OVERTIME - HOURLY,O T - HRLY,Y,e098a590-f0f5-11e0-b437-123139104432,1
2012,NW,3300,COMMUNITY SERVICE WORK STUDY,COMM SV WSTY,Y,e0b18060-f0f5-11e0-b437-123139104432,1
2012,NW,3301,COMMUNITY SERVICE SUMMER WORKSTUDY,WKST SU CS,Y,e0d50710-f0f5-11e0-b437-123139104432,1
2012,NW,3390,90% COMMUNITY SERVICE WORKSTUDY,90%COMMSV WS,Y,e0eddfa6-f0f5-11e0-b437-123139104432,1
2012,NW,3500,STUDENT REG HOURS,STUDENT,Y,e107801e-f0f5-11e0-b437-123139104432,1
2012,NW,3800,STUDENT WORK STUDY HOURS,STU WRKSTUDY,Y,e1205800-f0f5-11e0-b437-123139104432,1
2012,NW,3801,REGULAR SUMMER WORKSTUDY,WKST SU REG,Y,e13de050-f0f5-11e0-b437-123139104432,1
2012,NW,3950,WRKSTUDY COMMUNITY SERVICE READING TUTOR,WKST CSRD,Y,e156b094-f0f5-11e0-b437-123139104432,1
2012,SB,2480,PROFESSIONAL NONEXEMPT,PROF NONXMPT,Y,e1736540-f0f5-11e0-b437-123139104432,1
2012,SB,2500,NON-EXEMPT STAFF SALARIES,NON-EX STAFF,Y,e18c3eda-f0f5-11e0-b437-123139104432,1
2012,SB,3000,NON STUDENT REG HOURS,HRLY REGULAR,Y,e1aa7166-f0f5-11e0-b437-123139104432,1
2012,SB,3050,PERF HOURLY COMPENSATION,PERF HOURLY,Y,e1c338e0-f0f5-11e0-b437-123139104432,1
2012,SB,3200,OVERTIME - STAFF,O T - STAFF,Y,e1e099f8-f0f5-11e0-b437-123139104432,1
2012,SB,3250,OVERTIME - HOURLY,O T - HRLY,Y,e1fb3920-f0f5-11e0-b437-123139104432,1
2012,SB,3300,COMMUNITY SERVICE WORK STUDY,COMM SV WSTY,Y,e2166a10-f0f5-11e0-b437-123139104432,1
2012,SB,3301,COMMUNITY SERVICE SUMMER WORKSTUDY,WKST SU CS,Y,e22f3ce8-f0f5-11e0-b437-123139104432,1
2012,SB,3390,90% COMMUNITY SERVICE WORKSTUDY,90%COMMSV WS,Y,e24aeb46-f0f5-11e0-b437-123139104432,1
2012,SB,3500,STUDENT REG HOURS,STUDENT,Y,e263c79c-f0f5-11e0-b437-123139104432,1
2012,SB,3800,STUDENT WORK STUDY HOURS,STU WRKSTUDY,Y,e27c69fa-f0f5-11e0-b437-123139104432,1
2012,SB,3801,REGULAR SUMMER WORKSTUDY,WKST SU REG,Y,e29509ec-f0f5-11e0-b437-123139104432,1
2012,SB,3950,WRKSTUDY COMMUNITY SERVICE READING TUTOR,WKST CSRD,Y,e2b576f0-f0f5-11e0-b437-123139104432,1
2012,SE,2480,PROFESSIONAL NONEXEMPT,PROF NONXMPT,Y,e2ce49dc-f0f5-11e0-b437-123139104432,1
2012,SE,2500,NON-EXEMPT STAFF SALARIES,NON-EX STAFF,Y,e2e973d8-f0f5-11e0-b437-123139104432,1
2012,SE,3000,NON STUDENT REG HOURS,HRLY REGULAR,Y,e3024fc0-f0f5-11e0-b437-123139104432,1
2012,SE,3050,PERF HOURLY COMPENSATION,PERF HOURLY,Y,e32036e8-f0f5-11e0-b437-123139104432,1
2012,SE,3200,OVERTIME - STAFF,O T - STAFF,Y,e338e7ba-f0f5-11e0-b437-123139104432,1
2012,SE,3250,OVERTIME - HOURLY,O T - HRLY,Y,e357c87e-f0f5-11e0-b437-123139104432,1
2012,SE,3300,COMMUNITY SERVICE WORK STUDY,COMM WV WSTY,Y,e370a22c-f0f5-11e0-b437-123139104432,1
2012,SE,3301,COMMUNITY SERVICE SUMMER WORKSTUDY,WKST SU CS,Y,e3899ef8-f0f5-11e0-b437-123139104432,1
2012,SE,3390,90% COMMUNITY SERVICE WORKSTUDY,90%COMMSV WS,Y,e3a2a722-f0f5-11e0-b437-123139104432,1
2012,SE,3500,STUDENT REG HOURS,STUDENT,Y,e3bf8144-f0f5-11e0-b437-123139104432,1
2012,SE,3800,STUDENT WORK STUDY HOURS,STU WRKSTUDY,Y,e3d84dd2-f0f5-11e0-b437-123139104432,1
2012,SE,3801,REGULAR SUMMER WORKSTUDY,WKST SU REG,Y,e3fa756a-f0f5-11e0-b437-123139104432,1
