ENTITY_AFLTN_ID,ENTITY_ID,AFLTN_TYP_CD,CAMPUS_CD,DFLT_IND,ACTV_IND,OBJ_ID,VER_NBR
10461,10461,STAFF,IN,Y,Y,KFS4041902980,1
10462,10462,STAFF,IN,Y,Y,KFS3709601315,1
10463,10463,STAFF,BL,Y,Y,KFS3728902353,1
10464,10464,STAFF,BL,Y,Y,KFS1335003222,1
10465,10465,STAFF,IN,Y,Y,KFS5950122315,1
10466,10466,STAFF,IN,Y,Y,KFS5361739626,1
10467,10467,STAFF,BL,Y,Y,KFS5307217607,1
10468,10468,STAFF,SB,Y,Y,KFS5365367107,1
10469,10469,STAFF,IN,Y,Y,KFS3998400688,1
10470,10470,STAFF,IN,Y,Y,KFS2057006123,1
10471,10471,STAFF,EA,Y,Y,KFS3730600771,1
10472,10472,STAFF,IN,Y,Y,KFS5710658834,1
10473,10473,STAFF,BL,Y,Y,KFS2670801721,1
10474,10474,STAFF,IN,Y,Y,KFS2724700273,1
10475,10475,STAFF,IN,Y,Y,KFS5663401330,1
10476,10476,STAFF,BL,Y,Y,KFS3106006335,1
10477,10477,STAFF,BL,Y,Y,KFS2244704330,1
10478,10478,STAFF,IN,Y,Y,KFS5113671883,1
10479,10479,STAFF,IN,Y,Y,KFS2079200881,1
10480,10480,STAFF,BL,Y,Y,KFS2885908053,1
10481,10481,STAFF,BL,Y,Y,KFS5254906567,1
10482,10482,STAFF,IN,Y,Y,KFS4182202259,1
10483,10483,STAFF,IN,Y,Y,KFS1591904250,1
10484,10484,STAFF,BL,Y,Y,KFS4154408215,1
10485,10485,STAFF,IN,Y,Y,KFS5161435685,1
10486,10486,STAFF,BL,Y,Y,KFS5025718730,1
10487,10487,STAFF,IN,Y,Y,KFS3241801877,1
10488,10488,STAFF,BL,Y,Y,KFS3083208092,1
10489,10489,STAFF,BL,Y,Y,KFS1701107778,1
10490,10490,STAFF,IN,Y,Y,KFS1680308253,1
10491,10491,STAFF,BL,Y,Y,KFS5104277641,1
10492,10492,STAFF,IN,Y,Y,KFS5601905082,1
10493,10493,STAFF,BL,Y,Y,KFS5106519866,1
10494,10494,STAFF,BL,Y,Y,KFS5319427380,1
10495,10495,STAFF,NW,Y,Y,KFS1936702499,1
10496,10496,STAFF,BL,Y,Y,KFS5861204456,1
10497,10497,STAFF,BL,Y,Y,KFS5207183016,1
10498,10498,STAFF,IN,Y,Y,KFS5451157984,1
10499,10499,STAFF,IN,Y,Y,KFS1565601803,1
10500,10500,STAFF,IN,Y,Y,KFS5677377775,1
10501,10501,STAFF,BL,Y,Y,KFS1781104312,1
10502,10502,STAFF,BL,Y,Y,KFS5881864804,1
10503,10503,STAFF,SB,Y,Y,KFS5484861015,1
10504,10504,STAFF,IN,Y,Y,KFS5435724049,1
10505,10505,STAFF,BL,Y,Y,KFS2871205128,1
10506,10506,STAFF,BL,Y,Y,KFS1110101123,1
10507,10507,STAFF,BL,Y,Y,KFS5613832838,1
10508,10508,STAFF,IN,Y,Y,KFS5725267914,1
10509,10509,STAFF,IN,Y,Y,KFS5689804519,1
10510,10510,STAFF,IN,Y,Y,KFS2123906967,1
10511,10511,STAFF,BL,Y,Y,KFS3953901363,1
10512,10512,STAFF,SB,Y,Y,KFS1273305787,1
10513,10513,STAFF,BL,Y,Y,KFS4059803771,1
10514,10514,STAFF,BL,Y,Y,KFS5926904557,1
10515,10515,STAFF,BL,Y,Y,KFS5673496478,1
10516,10516,STAFF,EA,Y,Y,KFS2790001875,1
10517,10517,STAFF,EA,Y,Y,KFS1715400568,1
10518,10518,STAFF,IN,Y,Y,KFS5923545605,1
10519,10519,STAFF,BL,Y,Y,KFS5396136095,1
10520,10520,STAFF,IN,Y,Y,KFS5165364506,1
10521,10521,STAFF,BL,Y,Y,KFS3072605934,1
10522,10522,STAFF,BL,Y,Y,KFS3271906388,1
10523,10523,STAFF,BL,Y,Y,KFS1391709836,1
10524,10524,STAFF,BL,Y,Y,KFS5560698557,1
10525,10525,STAFF,BL,Y,Y,KFS5931497173,1
10526,10526,STAFF,IN,Y,Y,KFS3622007882,1
10527,10527,STAFF,IN,Y,Y,KFS3127805179,1
10528,10528,STAFF,BL,Y,Y,KFS4186602347,1
10529,10529,STAFF,BL,Y,Y,KFS5847982265,1
10530,10530,STAFF,IN,Y,Y,KFS1977504222,1
10531,10531,STAFF,IN,Y,Y,KFS1369907980,1
10532,10532,STAFF,BL,Y,Y,KFS4219606069,1
10533,10533,STAFF,IN,Y,Y,KFS2200400621,1
10534,10534,STAFF,IN,Y,Y,KFS1396502519,1
10535,10535,STAFF,BL,Y,Y,KFS5796889660,1
10536,10536,STAFF,BL,Y,Y,KFS5601819621,1
10537,10537,STAFF,KO,Y,Y,KFS5851135577,1
10538,10538,STAFF,BL,Y,Y,KFS3114503350,1
10539,10539,STAFF,IN,Y,Y,KFS5772708150,1
10540,10540,STAFF,BL,Y,Y,KFS1701207121,1
10541,10541,STAFF,BL,Y,Y,KFS5503952855,1
10542,10542,STAFF,BL,Y,Y,KFS2422606713,1
10543,10543,STAFF,SE,Y,Y,KFS5519012856,1
10544,10544,STAFF,IN,Y,Y,KFS5990850939,1
10545,10545,STAFF,BL,Y,Y,KFS5567456062,1
10546,10546,STAFF,BL,Y,Y,KFS3771403079,1
10547,10547,STAFF,IN,Y,Y,KFS1873802777,1
10548,10548,STAFF,BL,Y,Y,KFS2266302958,1
10549,10549,STAFF,SE,Y,Y,KFS1143902789,1
10550,10550,STAFF,BL,Y,Y,KFS3303508289,1
10551,10551,STAFF,KO,Y,Y,KFS1541203472,1
10552,10552,STAFF,IN,Y,Y,KFS3471003858,1
10553,10553,STAFF,IN,Y,Y,KFS4212109427,1
10554,10554,STAFF,IN,Y,Y,KFS2645800726,1
10555,10555,STAFF,BL,Y,Y,KFS2219604689,1
10556,10556,STAFF,BL,Y,Y,KFS3209904483,1
10557,10557,STAFF,BL,Y,Y,KFS3541802074,1
10558,10558,STAFF,EA,Y,Y,KFS3846208193,1
10559,10559,STAFF,IN,Y,Y,KFS5879427716,1
10560,10560,STAFF,IN,Y,Y,KFS2381600911,1
10561,10561,STAFF,BL,Y,Y,KFS5333590406,1
10562,10562,STAFF,BL,Y,Y,KFS3084506625,1
10563,10563,STAFF,IN,Y,Y,KFS4095608269,1
10564,10564,STAFF,IN,Y,Y,KFS3240207955,1
10565,10565,STAFF,BL,Y,Y,KFS1893804727,1
10566,10566,STAFF,BL,Y,Y,KFS1860703812,1
10567,10567,STAFF,BL,Y,Y,KFS2999103847,1
10568,10568,STAFF,SB,Y,Y,KFS2722708015,1
10569,10569,STAFF,BL,Y,Y,KFS3491306639,1
10570,10570,STAFF,BL,Y,Y,KFS1583009370,1
10571,10571,STAFF,BL,Y,Y,KFS5716268027,1
10572,10572,STAFF,EA,Y,Y,KFS5251476367,1
10573,10573,STAFF,BL,Y,Y,KFS3236104556,1
10574,10574,STAFF,IN,Y,Y,KFS5837404723,1
10575,10575,STAFF,EA,Y,Y,KFS5626373911,1
10576,10576,STAFF,IN,Y,Y,KFS2037407017,1
10577,10577,STAFF,IN,Y,Y,KFS5060588417,1
10578,10578,STAFF,NW,Y,Y,KFS3506305224,1
10579,10579,STAFF,IN,Y,Y,KFS1851407732,1
10580,10580,STAFF,BL,Y,Y,KFS2168808105,1
10581,10581,STAFF,IN,Y,Y,KFS1997403090,1
10582,10582,STAFF,KO,Y,Y,KFS2210608902,1
10583,10583,STAFF,BL,Y,Y,KFS4039709776,1
10584,10584,STAFF,BL,Y,Y,KFS3075402167,1
10585,10585,STAFF,SB,Y,Y,KFS3608700794,1
10586,10586,STAFF,BL,Y,Y,KFS3091109681,1
10587,10587,STAFF,IN,Y,Y,KFS5831882052,1
10588,10588,STAFF,IN,Y,Y,KFS3610405811,1
10589,10589,STAFF,IN,Y,Y,KFS3379807602,1
10590,10590,STAFF,BL,Y,Y,KFS2698204697,1
10591,10591,STAFF,BL,Y,Y,KFS3395606968,1
10592,10592,STAFF,BL,Y,Y,KFS2142103403,1
10593,10593,STAFF,BL,Y,Y,KFS2444607029,1
10594,10594,STAFF,IN,Y,Y,KFS5944771123,1
10595,10595,STAFF,BL,Y,Y,KFS5691786470,1
10596,10596,STAFF,KO,Y,Y,KFS3613806482,1
10597,10597,STAFF,IN,Y,Y,KFS2125805710,1
10598,10598,STAFF,IN,Y,Y,KFS1717008596,1
10599,10599,STAFF,BL,Y,Y,KFS3432106365,1
10600,10600,STAFF,BL,Y,Y,KFS1504703229,1
10601,10601,STAFF,BL,Y,Y,KFS2100108872,1
10602,10602,STAFF,BL,Y,Y,KFS1298309000,1
10603,10603,STAFF,SB,Y,Y,KFS2477306322,1
10604,10604,STAFF,IN,Y,Y,KFS1210506984,1
10605,10605,STAFF,BL,Y,Y,KFS3135705171,1
10606,10606,STAFF,IN,Y,Y,KFS1668303757,1
10607,10607,STAFF,BL,Y,Y,KFS2905401709,1
10608,10608,STAFF,BL,Y,Y,KFS3082302550,1
10609,10609,STAFF,BL,Y,Y,KFS5340087537,1
10610,10610,STAFF,IN,Y,Y,KFS5408394565,1
10611,10611,STAFF,BL,Y,Y,KFS5868051801,1
10612,10612,STAFF,IN,Y,Y,KFS2318605547,1
10613,10613,STAFF,BL,Y,Y,KFS5377203987,1
10614,10614,STAFF,BL,Y,Y,KFS5086925222,1
10615,10615,STAFF,BL,Y,Y,KFS3570803537,1
10616,10616,STAFF,BL,Y,Y,KFS5478814260,1
10617,10617,STAFF,IN,Y,Y,KFS4004609468,1
10618,10618,STAFF,EA,Y,Y,KFS2983601426,1
10619,10619,STAFF,BL,Y,Y,KFS3414509376,1
10620,10620,STAFF,BL,Y,Y,KFS2663206846,1
10621,10621,STAFF,BL,Y,Y,KFS1271304676,1
10622,10622,STAFF,BL,Y,Y,KFS3679505261,1
10623,10623,STAFF,EA,Y,Y,KFS5016782870,1
10624,10624,STAFF,BL,Y,Y,KFS2566903942,1
10625,10625,STAFF,BL,Y,Y,KFS2687501556,1
10626,10626,STAFF,SB,Y,Y,KFS5534965571,1
10627,10627,STAFF,SB,Y,Y,KFS2683109793,1
10628,10628,STAFF,BL,Y,Y,KFS1872708343,1
10629,10629,STAFF,IN,Y,Y,KFS2017509094,1
10630,10630,STAFF,BL,Y,Y,KFS5445384853,1
10631,10631,STAFF,BL,Y,Y,KFS1499309452,1
10632,10632,STAFF,BL,Y,Y,KFS5847651857,1
10633,10633,STAFF,BL,Y,Y,KFS5969553028,1
10634,10634,STAFF,BL,Y,Y,KFS3805505298,1
10635,10635,STAFF,BL,Y,Y,KFS2130202257,1
10636,10636,STAFF,BL,Y,Y,KFS5810205623,1
10637,10637,STAFF,BL,Y,Y,KFS2191506168,1
10638,10638,STAFF,BL,Y,Y,KFS3949401795,1
10639,10639,STAFF,BL,Y,Y,KFS1250802481,1
10640,10640,STAFF,IN,Y,Y,KFS4156108398,1
10641,10641,STAFF,IN,Y,Y,KFS3554107164,1
10642,10642,STAFF,BL,Y,Y,KFS2039604860,1
10643,10643,STAFF,IN,Y,Y,KFS1758506777,1
10644,10644,STAFF,BL,Y,Y,KFS5039085461,1
10645,10645,STAFF,BL,Y,Y,KFS5821413952,1
10646,10646,STAFF,BL,Y,Y,KFS5765072789,1
10647,10647,STAFF,BL,Y,Y,KFS5259772682,1
10648,10648,STAFF,IN,Y,Y,KFS5949890315,1
10649,10649,STAFF,IN,Y,Y,KFS2232000480,1
10650,10650,STAFF,BL,Y,Y,KFS3421900658,1
10651,10651,STAFF,IN,Y,Y,KFS3716609036,1
10652,10652,STAFF,BL,Y,Y,KFS5353917679,1
10653,10653,STAFF,BL,Y,Y,KFS1381802688,1
10654,10654,STAFF,BL,Y,Y,KFS5209810433,1
10655,10655,STAFF,BL,Y,Y,KFS5214298084,1
10656,10656,STAFF,BL,Y,Y,KFS5375247485,1
10657,10657,STAFF,SE,Y,Y,KFS2701102442,1
10658,10658,STAFF,BL,Y,Y,KFS3851402102,1
10659,10659,STAFF,IN,Y,Y,KFS3973303170,1
10660,10660,STAFF,BL,Y,Y,KFS5267855394,1
10661,10661,STAFF,BL,Y,Y,KFS5130409537,1
10662,10662,STAFF,SE,Y,Y,KFS2728703111,1
10663,10663,STAFF,EA,Y,Y,KFS5858630004,1
10664,10664,STAFF,NW,Y,Y,KFS2171806350,1
10665,10665,STAFF,BL,Y,Y,KFS5864406836,1
10666,10666,STAFF,SB,Y,Y,KFS5867972762,1
10667,10667,STAFF,IN,Y,Y,KFS1229409497,1
10668,10668,STAFF,IN,Y,Y,KFS4119106569,1
10669,10669,STAFF,BL,Y,Y,KFS1409904240,1
10670,10670,STAFF,BL,Y,Y,KFS5405567191,1
10671,10671,STAFF,EA,Y,Y,KFS1700701530,1
10672,10672,STAFF,IN,Y,Y,KFS5033107980,1
10673,10673,STAFF,BL,Y,Y,KFS4229402365,1
10674,10674,STAFF,BL,Y,Y,KFS3184509630,1
10675,10675,STAFF,IN,Y,Y,KFS5741436656,1
10676,10676,STAFF,BL,Y,Y,KFS5659743655,1
10677,10677,STAFF,SE,Y,Y,KFS2063705233,1
10678,10678,STAFF,BL,Y,Y,KFS1401601855,1
10679,10679,STAFF,SB,Y,Y,KFS5110377372,1
10680,10680,STAFF,BL,Y,Y,KFS5941204719,1
10681,10681,STAFF,SB,Y,Y,KFS2247204558,1
10682,10682,STAFF,BL,Y,Y,KFS5755352682,1
10683,10683,STAFF,IN,Y,Y,KFS4071904043,1
10684,10684,STAFF,IN,Y,Y,KFS3882609863,1
10685,10685,STAFF,BL,Y,Y,KFS3237001729,1
10686,10686,STAFF,IN,Y,Y,KFS5379822984,1
10687,10687,STAFF,BL,Y,Y,KFS5775036728,1
10688,10688,STAFF,BL,Y,Y,KFS1257009999,1
10689,10689,STAFF,IN,Y,Y,KFS4189006519,1
10690,10690,STAFF,BL,Y,Y,KFS4191101345,1
10691,10691,STAFF,BL,Y,Y,KFS5173384975,1
10692,10692,STAFF,BL,Y,Y,KFS2676505139,1
10693,10693,STAFF,SE,Y,Y,KFS1825401133,1
10694,10694,STAFF,BL,Y,Y,KFS2416008397,1
10695,10695,STAFF,NW,Y,Y,KFS5518930926,1
10696,10696,STAFF,IN,Y,Y,KFS4120805311,1
10697,10697,STAFF,IN,Y,Y,KFS1304408857,1
10698,10698,STAFF,BL,Y,Y,KFS5827613860,1
10699,10699,STAFF,BL,Y,Y,KFS5371788647,1
10700,10700,STAFF,BL,Y,Y,KFS2564500627,1
10701,10701,STAFF,NW,Y,Y,KFS1189909114,1
10702,10702,STAFF,BL,Y,Y,KFS5806280562,1
10703,10703,STAFF,BL,Y,Y,KFS1617103986,1
10704,10704,STAFF,IN,Y,Y,KFS5060119181,1
10705,10705,STAFF,IN,Y,Y,KFS3504508872,1
10706,10706,STAFF,IN,Y,Y,KFS1538407407,1
10707,10707,STAFF,IN,Y,Y,KFS3339401230,1
10708,10708,STAFF,BL,Y,Y,KFS3616406417,1
10709,10709,STAFF,BL,Y,Y,KFS5654842049,1
10710,10710,STAFF,KO,Y,Y,KFS5753462205,1
10711,10711,STAFF,BL,Y,Y,KFS4054206419,1
10712,10712,STAFF,IN,Y,Y,KFS5064019817,1
10713,10713,STAFF,BL,Y,Y,KFS3651402735,1
10714,10714,STAFF,BL,Y,Y,KFS4075208273,1
10715,10715,STAFF,BL,Y,Y,KFS2620008671,1
10716,10716,STAFF,BL,Y,Y,KFS1625704209,1
10717,10717,STAFF,IN,Y,Y,KFS2689004273,1
10718,10718,STAFF,BL,Y,Y,KFS5738267476,1
10719,10719,STAFF,IN,Y,Y,KFS3771303577,1
10720,10720,STAFF,BL,Y,Y,KFS5882090383,1
10721,10721,STAFF,IN,Y,Y,KFS3577005213,1
10722,10722,STAFF,KO,Y,Y,KFS5288200741,1
10723,10723,STAFF,IN,Y,Y,KFS4069204088,1
10724,10724,STAFF,EA,Y,Y,KFS3787609893,1
10725,10725,STAFF,BL,Y,Y,KFS5561490109,1
10726,10726,STAFF,SB,Y,Y,KFS2310609761,1
10727,10727,STAFF,BL,Y,Y,KFS1399906687,1
10728,10728,STAFF,IN,Y,Y,KFS3526803109,1
10729,10729,STAFF,IN,Y,Y,KFS4012108265,1
10730,10730,STAFF,IN,Y,Y,KFS5057175624,1
10731,10731,STAFF,IN,Y,Y,KFS5306731218,1
10732,10732,STAFF,KO,Y,Y,KFS1913409136,1
10733,10733,STAFF,IN,Y,Y,KFS5028737958,1
10734,10734,STAFF,IN,Y,Y,KFS2234900338,1
10735,10735,STAFF,BL,Y,Y,KFS1257605304,1
10736,10736,STAFF,BL,Y,Y,KFS5647377993,1
10737,10737,STAFF,EA,Y,Y,KFS5434043581,1
10738,10738,STAFF,IN,Y,Y,KFS1494004993,1
10739,10739,STAFF,BL,Y,Y,KFS5698187323,1
10740,10740,STAFF,BL,Y,Y,KFS5567560509,1
10741,10741,STAFF,IN,Y,Y,KFS5971805756,1
10742,10742,STAFF,IN,Y,Y,KFS5933538390,1
10743,10743,STAFF,IN,Y,Y,KFS5725988750,1
10744,10744,STAFF,IN,Y,Y,KFS5168146703,1
10745,10745,STAFF,EA,Y,Y,KFS4160100413,1
10746,10746,STAFF,SE,Y,Y,KFS2798209582,1
10747,10747,STAFF,BL,Y,Y,KFS1825000680,1
10748,10748,STAFF,BL,Y,Y,KFS3185208201,1
10749,10749,STAFF,BL,Y,Y,KFS3153306089,1
10750,10750,STAFF,BL,Y,Y,KFS5674819151,1
10751,10751,STAFF,NW,Y,Y,KFS5951408642,1
10752,10752,STAFF,IN,Y,Y,KFS5102441673,1
10753,10753,STAFF,BL,Y,Y,KFS1153304576,1
10754,10754,STAFF,IN,Y,Y,KFS5662400837,1
10755,10755,STAFF,IN,Y,Y,KFS1870105802,1
10756,10756,STAFF,IN,Y,Y,KFS2098609156,1
10757,10757,STAFF,BL,Y,Y,KFS5051981299,1
10758,10758,STAFF,BL,Y,Y,KFS5081078284,1
10759,10759,STAFF,BL,Y,Y,KFS3962607660,1
10760,10760,STAFF,IN,Y,Y,KFS5201644887,1
10761,10761,STAFF,IN,Y,Y,KFS3377209434,1
10762,10762,STAFF,BL,Y,Y,KFS5092525939,1
10763,10763,STAFF,IN,Y,Y,KFS3686309824,1
10764,10764,STAFF,BL,Y,Y,KFS3870804190,1
10765,10765,STAFF,BL,Y,Y,KFS2557302698,1
10766,10766,STAFF,BL,Y,Y,KFS5212452342,1
10767,10767,STAFF,BL,Y,Y,KFS1365502400,1
10768,10768,STAFF,IN,Y,Y,KFS5043907454,1
10769,10769,STAFF,BL,Y,Y,KFS5217511446,1
10770,10770,STAFF,IN,Y,Y,KFS1370604405,1
10771,10771,STAFF,BL,Y,Y,KFS2385706642,1
10772,10772,STAFF,BL,Y,Y,KFS2473509501,1
10773,10773,STAFF,KO,Y,Y,KFS3746100822,1
10774,10774,STAFF,IN,Y,Y,KFS2514300297,1
10775,10775,STAFF,IN,Y,Y,KFS2216800403,1
10776,10776,STAFF,IN,Y,Y,KFS5956697415,1
10777,10777,STAFF,KO,Y,Y,KFS4042509785,1
10778,10778,STAFF,BL,Y,Y,KFS5154835613,1
10779,10779,STAFF,BL,Y,Y,KFS5193496627,1
10780,10780,STAFF,BL,Y,Y,KFS5352563616,1
10781,10781,STAFF,BL,Y,Y,KFS1110208926,1
10782,10782,STAFF,BL,Y,Y,KFS3103108378,1
10783,10783,STAFF,BL,Y,Y,KFS2044004167,1
10784,10784,STAFF,KO,Y,Y,KFS5578577223,1
10785,10785,STAFF,KO,Y,Y,KFS1917101392,1
10786,10786,STAFF,IN,Y,Y,KFS2187909904,1
10787,10787,STAFF,BL,Y,Y,KFS1805206486,1
10788,10788,STAFF,BL,Y,Y,KFS2853504613,1
10789,10789,STAFF,BL,Y,Y,KFS2815401389,1
10790,10790,STAFF,IN,Y,Y,KFS3954101482,1
10791,10791,STAFF,IN,Y,Y,KFS3324503879,1
10792,10792,STAFF,IN,Y,Y,KFS2811207565,1
10793,10793,STAFF,SE,Y,Y,KFS3572801924,1
10794,10794,STAFF,BL,Y,Y,KFS1407101459,1
10795,10795,STAFF,BL,Y,Y,KFS2151305938,1
10796,10796,STAFF,BL,Y,Y,KFS1312601202,1
10797,10797,STAFF,SB,Y,Y,KFS2595106260,1
10798,10798,STAFF,SB,Y,Y,KFS4090002966,1
10799,10799,STAFF,IN,Y,Y,KFS5653559151,1
10800,10800,STAFF,IN,Y,Y,KFS2937208570,1
10801,10801,STAFF,BL,Y,Y,KFS3172909967,1
10802,10802,STAFF,EA,Y,Y,KFS1860205280,1
10803,10803,STAFF,EA,Y,Y,KFS1429707627,1
10804,10804,STAFF,BL,Y,Y,KFS3696203424,1
10805,10805,STAFF,BL,Y,Y,KFS5269443545,1
10806,10806,STAFF,SE,Y,Y,KFS2302909552,1
10807,10807,STAFF,BL,Y,Y,KFS2598709220,1
10808,10808,STAFF,BL,Y,Y,KFS2827008884,1
10809,10809,STAFF,IN,Y,Y,KFS2462903583,1
10810,10810,STAFF,BL,Y,Y,KFS5794827325,1
10811,10811,STAFF,BL,Y,Y,KFS2529001055,1
10812,10812,STAFF,IN,Y,Y,KFS1595003228,1
10813,10813,STAFF,SB,Y,Y,KFS1890604607,1
10814,10814,STAFF,BL,Y,Y,KFS1224705693,1
10815,10815,STAFF,BL,Y,Y,KFS6606474132,1
10816,10816,STAFF,BL,Y,Y,KFS6561243711,1
10817,10817,STAFF,BL,Y,Y,KFS1395608638,1
10818,10818,STAFF,IN,Y,Y,KFS3723004024,1
10819,10819,STAFF,IN,Y,Y,KFS6626998465,1
10820,10820,STAFF,IN,Y,Y,KFS2960207362,1
10821,10821,STAFF,IN,Y,Y,KFS6344529452,1
10822,10822,STAFF,BL,Y,Y,KFS3892107556,1
10823,10823,STAFF,BL,Y,Y,KFS4851904064,1
10824,10824,STAFF,BL,Y,Y,KFS6753325004,1
10825,10825,STAFF,IN,Y,Y,KFS3973007125,1
10826,10826,STAFF,BL,Y,Y,KFS3674600205,1
10827,10827,STAFF,BL,Y,Y,KFS4054108339,1
10828,10828,STAFF,BL,Y,Y,KFS1548905190,1
10829,10829,STAFF,BL,Y,Y,KFS3311909675,1
10830,10830,STAFF,BL,Y,Y,KFS2235508898,1
10831,10831,STAFF,IN,Y,Y,KFS2855702943,1
10832,10832,STAFF,IN,Y,Y,KFS2817408084,1
10833,10833,STAFF,SB,Y,Y,KFS6675920246,1
10834,10834,STAFF,BL,Y,Y,KFS1601505971,1
10835,10835,STAFF,BL,Y,Y,KFS6608749094,1
10836,10836,STAFF,BL,Y,Y,KFS6623742451,1
10837,10837,STAFF,BL,Y,Y,KFS3439809008,1
10838,10838,STAFF,BL,Y,Y,KFS1246104058,1
10839,10839,STAFF,BL,Y,Y,KFS6336019798,1
10840,10840,STAFF,IN,Y,Y,KFS2558305577,1
10841,10841,STAFF,IN,Y,Y,KFS1963107144,1
10842,10842,STAFF,SB,Y,Y,KFS6776444491,1
10843,10843,STAFF,BL,Y,Y,KFS3682507451,1
10844,10844,STAFF,BL,Y,Y,KFS1913605143,1
10845,10845,STAFF,IN,Y,Y,KFS6824373523,1
10846,10846,STAFF,BL,Y,Y,KFS1815201705,1
10847,10847,STAFF,BL,Y,Y,KFS1858404165,1
10848,10848,STAFF,IN,Y,Y,KFS2007308722,1
10849,10849,STAFF,BL,Y,Y,KFS6256379447,1
10850,10850,STAFF,IN,Y,Y,KFS6151620405,1
10851,10851,STAFF,IN,Y,Y,KFS2976808378,1
10852,10852,STAFF,IN,Y,Y,KFS3380509089,1
10853,10853,STAFF,IN,Y,Y,KFS1325700900,1
10854,10854,STAFF,BL,Y,Y,KFS3428900121,1
10855,10855,STAFF,BL,Y,Y,KFS4215903770,1
10856,10856,STAFF,BL,Y,Y,KFS6690940289,1
10857,10857,STAFF,IN,Y,Y,KFS1778407739,1
10858,10858,STAFF,BL,Y,Y,KFS6654828341,1
10859,10859,STAFF,BL,Y,Y,KFS3138906213,1
10860,10860,STAFF,BL,Y,Y,KFS3270009216,1
10861,10861,STAFF,EA,Y,Y,KFS6256907508,1
10862,10862,STAFF,BL,Y,Y,KFS6921736850,1
10863,10863,STAFF,IN,Y,Y,KFS6638157439,1
10864,10864,STAFF,BL,Y,Y,KFS6052105481,1
10865,10865,STAFF,IN,Y,Y,KFS2493208285,1
10866,10866,STAFF,SE,Y,Y,KFS1623901088,1
10867,10867,STAFF,IN,Y,Y,KFS3808900136,1
10868,10868,STAFF,BL,Y,Y,KFS3428005487,1
10869,10869,STAFF,IN,Y,Y,KFS6095054123,1
10870,10870,STAFF,BL,Y,Y,KFS6192108545,1
10871,10871,STAFF,IN,Y,Y,KFS1640704968,1
10872,10872,STAFF,IN,Y,Y,KFS1224201162,1
10873,10873,STAFF,IN,Y,Y,KFS1255308159,1
10874,10874,STAFF,BL,Y,Y,KFS2843302291,1
10875,10875,STAFF,BL,Y,Y,KFS3909803874,1
10876,10876,STAFF,BL,Y,Y,KFS6645361792,1
10877,10877,STAFF,IN,Y,Y,KFS2470508447,1
10878,10878,STAFF,BL,Y,Y,KFS3317806328,1
10879,10879,STAFF,IN,Y,Y,KFS6232329206,1
10880,10880,STAFF,IN,Y,Y,KFS6042398319,1
10881,10881,STAFF,KO,Y,Y,KFS6845668751,1
10882,10882,STAFF,BL,Y,Y,KFS1164809566,1
10883,10883,STAFF,BL,Y,Y,KFS3132300262,1
10884,10884,STAFF,BL,Y,Y,KFS3584609748,1
10885,10885,STAFF,BL,Y,Y,KFS2459709799,1
10886,10886,STAFF,BL,Y,Y,KFS1506406723,1
10887,10887,STAFF,SB,Y,Y,KFS3830700232,1
10888,10888,STAFF,BL,Y,Y,KFS1739701101,1
10889,10889,STAFF,BL,Y,Y,KFS2599004561,1
10890,10890,STAFF,IN,Y,Y,KFS4021000393,1
10891,10891,STAFF,BL,Y,Y,KFS2552809682,1
10892,10892,STAFF,BL,Y,Y,KFS6767258758,1
10893,10893,STAFF,IN,Y,Y,KFS3554803363,1
10894,10894,STAFF,BL,Y,Y,KFS6377054713,1
10895,10895,STAFF,BL,Y,Y,KFS1897800967,1
10896,10896,STAFF,BL,Y,Y,KFS6191359232,1
10897,10897,STAFF,NW,Y,Y,KFS2744604637,1
10898,10898,STAFF,BL,Y,Y,KFS6605038791,1
10899,10899,STAFF,EA,Y,Y,KFS1641209639,1
10900,10900,STAFF,IN,Y,Y,KFS3849809601,1
10901,10901,STAFF,IN,Y,Y,KFS6045962804,1
10902,10902,STAFF,EA,Y,Y,KFS6176218387,1
10903,10903,STAFF,BL,Y,Y,KFS6323882758,1
10904,10904,STAFF,SB,Y,Y,KFS6890442014,1
10905,10905,STAFF,BL,Y,Y,KFS1940602451,1
10906,10906,STAFF,IN,Y,Y,KFS6677540322,1
10907,10907,STAFF,IN,Y,Y,KFS2321500336,1
10908,10908,STAFF,SE,Y,Y,KFS2566404853,1
10909,10909,STAFF,IN,Y,Y,KFS6732333217,1
10910,10910,STAFF,BL,Y,Y,KFS6819590609,1
10911,10911,STAFF,BL,Y,Y,KFS1777902237,1
10912,10912,STAFF,IN,Y,Y,KFS6100534220,1
10913,10913,STAFF,BL,Y,Y,KFS6042257041,1
10914,10914,STAFF,BL,Y,Y,KFS2857802003,1
10915,10915,STAFF,BL,Y,Y,KFS2498300893,1
10916,10916,STAFF,IN,Y,Y,KFS2862905828,1
10917,10917,STAFF,IN,Y,Y,KFS2079403368,1
10918,10918,STAFF,BL,Y,Y,KFS6637694148,1
10919,10919,STAFF,IN,Y,Y,KFS6272615767,1
10920,10920,STAFF,BL,Y,Y,KFS6941774283,1
10921,10921,STAFF,BL,Y,Y,KFS2802202597,1
10922,10922,STAFF,IN,Y,Y,KFS2845700356,1
10923,10923,STAFF,IN,Y,Y,KFS6166737733,1
10924,10924,STAFF,BL,Y,Y,KFS1730300231,1
