FIN_COA_CD,ACCOUNT_NBR,ACCOUNT_NM,ORG_CD,ACCT_CREATE_DT,ACCT_EFFECT_DT,ACCT_EXPIRATION_DT,ACCT_CLOSED_IND,OBJ_ID,VER_NBR
BL,2342910,CEE INCOME/PUBLICATIONS,CFLT,1995-07-24 00:00:00,1995-07-24 00:00:00,2049-01-01 00:00:00,N,bbfcd322-f0f1-11e0-b437-123139104432,1
BL,2342935,GRADUATE&PROFESSIONAL STUDENT ORG,GRAD,1994-10-17 00:00:00,1994-10-17 00:00:00,2049-01-01 00:00:00,N,bc070c3e-f0f1-11e0-b437-123139104432,1
BL,2344312,KINSEY-HEIMAN STARTUP FUNDS,KINS,2010-02-02 00:00:00,2010-02-02 00:00:00,2049-01-01 00:00:00,N,bc115630-f0f1-11e0-b437-123139104432,1
BL,2344344,KINSEY INSTITUTE RESEARCH,KINS,1983-07-20 00:00:00,1983-07-20 00:00:00,2049-01-01 00:00:00,N,bc1b94a6-f0f1-11e0-b437-123139104432,1
BL,2345000,GLOBAL AND COMMUNITY HEALTH,HPER,2000-02-02 00:00:00,2000-02-02 00:00:00,2049-01-01 00:00:00,N,bc26243e-f0f1-11e0-b437-123139104432,1
BL,2345001,CENTER FOR STUDENT LEADERSHIP DEVELOPMEN,RPAD,1996-09-11 00:00:00,1996-09-11 00:00:00,2049-01-01 00:00:00,N,bc3075e2-f0f1-11e0-b437-123139104432,1
BL,2345070,RECREATIONAL SPORTS ACTIVIT,RECS,1981-11-10 00:00:00,1981-11-10 00:00:00,2049-01-01 00:00:00,N,bc3f30c8-f0f1-11e0-b437-123139104432,1
BL,2345071,NEW RECREATIONAL SPORTS FACILITY,RECS,1994-07-26 00:00:00,1994-07-26 00:00:00,2049-01-01 00:00:00,N,bc4980fa-f0f1-11e0-b437-123139104432,1
BL,2345728,RAY - TEACHING,APHS,2007-03-29 00:00:00,2007-03-29 00:00:00,2049-01-01 00:00:00,N,bc53d186-f0f1-11e0-b437-123139104432,1
BL,2346300,USER FEES,RSAD,2007-05-14 00:00:00,2007-05-14 00:00:00,2049-01-01 00:00:00,N,bc5e2d16-f0f1-11e0-b437-123139104432,1
BL,2346301,STUDENT ACTIVITY FEES,RSAD,2007-05-14 00:00:00,2007-05-14 00:00:00,2049-01-01 00:00:00,N,bc76164c-f0f1-11e0-b437-123139104432,1
BL,2346310,IT ADMINISTRATION,RSDT,2007-05-11 00:00:00,2007-05-11 00:00:00,2049-01-01 00:00:00,N,bc806e94-f0f1-11e0-b437-123139104432,1
BL,2346311,IT SUPPORT,RSDT,2007-05-14 00:00:00,2007-05-14 00:00:00,2049-01-01 00:00:00,N,bc8ab8e0-f0f1-11e0-b437-123139104432,1
BL,2346313,NON-STUDENT MARKETING,RSDM,2007-05-11 00:00:00,2007-05-11 00:00:00,2049-01-01 00:00:00,N,bc9504da-f0f1-11e0-b437-123139104432,1
BL,2346314,STUDENT RELATED MARKETING,RSDM,2007-05-14 00:00:00,2007-05-14 00:00:00,2049-01-01 00:00:00,N,bca95854-f0f1-11e0-b437-123139104432,1
BL,2346316,MEMBER SERVICES OFFICE,RSMS,2007-05-11 00:00:00,2007-05-11 00:00:00,2049-01-01 00:00:00,N,bcb3ab74-f0f1-11e0-b437-123139104432,1
BL,2346317,MEMBER SERVICES ADMINISTRATION,RSMS,2007-05-14 00:00:00,2007-05-14 00:00:00,2049-01-01 00:00:00,N,bcc0ea3c-f0f1-11e0-b437-123139104432,1
BL,2346319,RS PARKING OPERATIONS,RECS,2007-05-11 00:00:00,2007-05-11 00:00:00,2049-01-01 00:00:00,N,bccb4626-f0f1-11e0-b437-123139104432,1
BL,2346320,ACCIDENT/INCIDENT MANAGEMENT,RSFS,2007-05-14 00:00:00,2007-05-14 00:00:00,2049-01-01 00:00:00,N,bcdc0452-f0f1-11e0-b437-123139104432,1
BL,2346321,FACILITY SUPPORT,RSFS,2007-05-14 00:00:00,2007-05-14 00:00:00,2049-01-01 00:00:00,N,bce65466-f0f1-11e0-b437-123139104432,1
BL,2346323,FIELD MAINTENANCE,RSFS,2007-09-05 00:00:00,2007-09-05 00:00:00,2049-01-01 00:00:00,N,bcf0a2c2-f0f1-11e0-b437-123139104432,1
BL,2346330,EXCLUSIVE USE AQUATICS,RSNA,2007-05-14 00:00:00,2007-05-14 00:00:00,2049-01-01 00:00:00,N,bcfae3ae-f0f1-11e0-b437-123139104432,1
BL,2346331,SWIM LESSONS,RSNA,2007-05-14 00:00:00,2007-05-14 00:00:00,2049-01-01 00:00:00,N,bd05646e-f0f1-11e0-b437-123139104432,1
BL,2346332,NATIONAL SWIM MEETS,RSNA,2007-05-14 00:00:00,2007-05-14 00:00:00,2049-01-01 00:00:00,N,bd137234-f0f1-11e0-b437-123139104432,1
BL,2346333,INFORMAL SWIM,RSNA,2007-05-14 00:00:00,2007-05-14 00:00:00,2049-01-01 00:00:00,N,bd1dc9f0-f0f1-11e0-b437-123139104432,1
BL,2346336,EXCLUSIVE USE INFORMAL,RSNF,2007-05-14 00:00:00,2007-05-14 00:00:00,2049-01-01 00:00:00,N,bd281630-f0f1-11e0-b437-123139104432,1
BL,2346337,INFORMAL SPORTS,RSNF,2007-05-14 00:00:00,2007-05-14 00:00:00,2049-01-01 00:00:00,N,bd327044-f0f1-11e0-b437-123139104432,1
BL,2346341,MIND BODY,RSFW,2007-05-14 00:00:00,2007-05-14 00:00:00,2049-01-01 00:00:00,N,bd3cc418-f0f1-11e0-b437-123139104432,1
BL,2346342,FACULTY STAFF GROUP EXERCISE,RSFW,2007-05-14 00:00:00,2007-05-14 00:00:00,2049-01-01 00:00:00,N,bd499684-f0f1-11e0-b437-123139104432,1
BL,2346343,GROUP EXERCISE,RSFW,2007-05-14 00:00:00,2007-05-14 00:00:00,2049-01-01 00:00:00,N,bd5430e4-f0f1-11e0-b437-123139104432,1
BL,2346344,PERSONAL TRAINING,RSFW,2007-05-14 00:00:00,2007-05-14 00:00:00,2049-01-01 00:00:00,N,bd5e8332-f0f1-11e0-b437-123139104432,1
BL,2346345,STRENGTH & CONDITIONING,RSFW,2007-05-14 00:00:00,2007-05-14 00:00:00,2049-01-01 00:00:00,N,bd68e6ce-f0f1-11e0-b437-123139104432,1
BL,2346346,WELLNESS,RSFW,2007-05-14 00:00:00,2007-05-14 00:00:00,2049-01-01 00:00:00,N,bd807be0-f0f1-11e0-b437-123139104432,1
BL,2346360,INTRAMURAL ADMINISTRATION,RSIM,2007-05-14 00:00:00,2007-05-14 00:00:00,2049-01-01 00:00:00,N,bd8ab04c-f0f1-11e0-b437-123139104432,1
BL,2346362,BOWLING,RSII,2007-05-18 00:00:00,2007-05-18 00:00:00,2049-01-01 00:00:00,N,bd94ef3a-f0f1-11e0-b437-123139104432,1
BL,2346364,TABLE TENNIS,RSII,2007-05-18 00:00:00,2007-05-18 00:00:00,2049-01-01 00:00:00,N,bd9f4958-f0f1-11e0-b437-123139104432,1
BL,2346365,TENNIS,RSII,2007-05-18 00:00:00,2007-05-18 00:00:00,2049-01-01 00:00:00,N,bdb02e8a-f0f1-11e0-b437-123139104432,1
BL,2346366,RACQUETBALL,RSII,2007-05-18 00:00:00,2007-05-18 00:00:00,2049-01-01 00:00:00,N,bdba7430-f0f1-11e0-b437-123139104432,1
BL,2346370,KICKBALL,RSIT,2007-05-18 00:00:00,2007-05-18 00:00:00,2049-01-01 00:00:00,N,bdc4dcb8-f0f1-11e0-b437-123139104432,1
BL,2346371,OUTDOOR SOCCER,RSIT,2007-05-18 00:00:00,2007-05-18 00:00:00,2049-01-01 00:00:00,N,bdcf3654-f0f1-11e0-b437-123139104432,1
BL,2346372,DODGEBALL,RSIT,2007-05-18 00:00:00,2007-05-18 00:00:00,2049-01-01 00:00:00,N,bdd98a5a-f0f1-11e0-b437-123139104432,1
BL,2346373,FLAG FOOTBALL,RSIT,2007-05-18 00:00:00,2007-05-18 00:00:00,2049-01-01 00:00:00,N,bde9730c-f0f1-11e0-b437-123139104432,1
BL,2346374,SUMMER INTRAMURALS,RSIT,2007-05-18 00:00:00,2007-05-18 00:00:00,2049-01-01 00:00:00,N,bdf5d462-f0f1-11e0-b437-123139104432,1
BL,2346375,INDOOR SOCCER,RSIT,2007-05-18 00:00:00,2007-05-18 00:00:00,2049-01-01 00:00:00,N,be002a5c-f0f1-11e0-b437-123139104432,1
BL,2346376,BASKETBALL,RSIT,2007-05-18 00:00:00,2007-05-18 00:00:00,2049-01-01 00:00:00,N,be0a8074-f0f1-11e0-b437-123139104432,1
BL,2346377,SOFTBALL,RSIT,2007-05-18 00:00:00,2007-05-18 00:00:00,2049-01-01 00:00:00,N,be205b56-f0f1-11e0-b437-123139104432,1
BL,2346378,ULTIMATE FRISBEE,RSIT,2007-05-18 00:00:00,2007-05-18 00:00:00,2049-01-01 00:00:00,N,be2ab132-f0f1-11e0-b437-123139104432,1
BL,2346379,VOLLEYBALL,RSIT,2007-05-18 00:00:00,2007-05-18 00:00:00,2049-01-01 00:00:00,N,be3507fe-f0f1-11e0-b437-123139104432,1
BL,2346380,WHIFFLEBALL,RSIT,2007-05-18 00:00:00,2007-05-18 00:00:00,2049-01-01 00:00:00,N,be3fa808-f0f1-11e0-b437-123139104432,1
BL,2346381,IM SPORT DEVELOPMENT,RSIT,2007-05-18 00:00:00,2007-05-18 00:00:00,2049-01-01 00:00:00,N,be54e02e-f0f1-11e0-b437-123139104432,1
BL,2346390,FAMILY NIGHT,RSEV,2007-05-14 00:00:00,2007-05-14 00:00:00,2049-01-01 00:00:00,N,be5f6558-f0f1-11e0-b437-123139104432,1
BL,2346393,SUMMER ORIENTATION,RSEV,2007-05-14 00:00:00,2007-05-14 00:00:00,2049-01-01 00:00:00,N,be69e3de-f0f1-11e0-b437-123139104432,1
BL,2346394,PROGRAM RESEARCH,RECS,2007-05-11 00:00:00,2007-05-11 00:00:00,2049-01-01 00:00:00,N,be768cc4-f0f1-11e0-b437-123139104432,1
BL,2346396,HOURLY PERSONNEL PROGRAMS,RECS,2007-05-14 00:00:00,2007-05-14 00:00:00,2049-01-01 00:00:00,N,be89e7d8-f0f1-11e0-b437-123139104432,1
BL,2347208,LAW INTERNATIONAL,LAWS,2004-10-26 00:00:00,2004-10-26 00:00:00,2049-01-01 00:00:00,N,be94420a-f0f1-11e0-b437-123139104432,1
BL,2347296,LAW SCHOOL COMPUTER,COMP,1997-07-14 00:00:00,1997-07-14 00:00:00,2049-01-01 00:00:00,N,be9e9386-f0f1-11e0-b437-123139104432,1
BL,2347409,LIBRARY COMMUNICATIONS,LADM,2009-07-15 00:00:00,2009-07-15 00:00:00,2049-01-01 00:00:00,N,bea8de68-f0f1-11e0-b437-123139104432,1
BL,2347428,ALF PROCESSING,LADM,2001-07-09 00:00:00,2001-07-09 00:00:00,2049-01-01 00:00:00,N,beb33bec-f0f1-11e0-b437-123139104432,1
BL,2742900,GEOLOGY SURVEY,GEOY,1993-05-24 00:00:00,1993-05-24 00:00:00,2049-01-01 00:00:00,N,beffbba2-f0f1-11e0-b437-123139104432,1
BL,2823275,"GILL CHAIR - PSY, MACKIE",PSY,2006-11-13 00:00:00,2006-11-13 00:00:00,2049-01-01 00:00:00,N,bf0ab3e0-f0f1-11e0-b437-123139104432,1
BL,2920090,WFIU MEMBERSHIP,RTVS,1990-09-20 00:00:00,1990-09-20 00:00:00,2049-01-01 00:00:00,N,bf162158-f0f1-11e0-b437-123139104432,1
BL,2920092,WTIU MEMBERSHIP,RTVS,1990-09-20 00:00:00,1990-09-20 00:00:00,2049-01-01 00:00:00,N,bf29f62e-f0f1-11e0-b437-123139104432,1
BL,2936278,KELLEY CHAIR IN MARKETING,BUS,1978-12-04 00:00:00,1978-12-04 00:00:00,2049-01-01 00:00:00,N,bf3468a2-f0f1-11e0-b437-123139104432,1
BL,4028800,"NSA, H98230-11-1-0072, HONG",INDI,2011-04-15 00:00:00,2011-04-15 00:00:00,2049-01-01 00:00:00,N,bfa03afa-f0f1-11e0-b437-123139104432,1
BL,4029722,"UNIV OF CHICAGO, 30085-C, STEWART",CSCI,2005-12-17 00:00:00,2005-08-01 00:00:00,2049-01-01 00:00:00,N,bfaa9090-f0f1-11e0-b437-123139104432,1
BL,4031315,"MICHIGAN STATE/61-1661A^A1/SMITH,L.",PSY,2008-10-16 00:00:00,2008-08-16 00:00:00,2049-01-01 00:00:00,N,bfb4f846-f0f1-11e0-b437-123139104432,1
BL,4035303,ARRA:UNIV FLORIDA UF09179 DING,SLIS,2009-11-23 00:00:00,2009-09-25 00:00:00,2049-01-01 00:00:00,Y,bfca55b0-f0f1-11e0-b437-123139104432,1
BL,4040218,"NAT INST ED SINGAPORE, DAMICO",CFLT,2010-01-13 00:00:00,2009-06-15 00:00:00,2049-01-01 00:00:00,N,bfd4b9a6-f0f1-11e0-b437-123139104432,1
BL,4042700,"PURDUE UNIV,INSGC; 4103-37854; EVANS,T.",CPEC,2011-01-21 00:00:00,2010-05-17 00:00:00,2049-01-01 00:00:00,Y,bfdf1798-f0f1-11e0-b437-123139104432,1
BL,4047494,BRITISH LIBRARY/EAP139/V.STONE,ARVM,2008-05-28 00:00:00,2008-05-01 00:00:00,2049-01-01 00:00:00,N,bfe96db0-f0f1-11e0-b437-123139104432,1
BL,4047495,CHRLSTWN-CLRK CNTY PUBLIC LIB/KOWALCZYK,LIBR,2008-10-08 00:00:00,2008-07-01 00:00:00,2049-01-01 00:00:00,Y,bff3a672-f0f1-11e0-b437-123139104432,1
BL,4047497,VIGO COUNTY PUBLIC LIB/KOWALCZYK,LIBR,2008-10-08 00:00:00,2008-07-01 00:00:00,2049-01-01 00:00:00,Y,bffdfaaa-f0f1-11e0-b437-123139104432,1
BL,4120033,CORP FOR PUB BROADCAST/METZ,RTVS,2004-10-12 00:00:00,2004-10-01 00:00:00,2049-01-01 00:00:00,Y,c049c430-f0f1-11e0-b437-123139104432,1
BL,4120037,CORP FOR PUB BROADCAST/METZ,RTVS,2005-09-01 00:00:00,2005-10-01 00:00:00,2049-01-01 00:00:00,Y,c054261e-f0f1-11e0-b437-123139104432,1
BL,4120040,CORP PUB BROADCASTING-METZ,RTVS,2006-09-15 00:00:00,2006-10-01 00:00:00,2049-01-01 00:00:00,Y,c05eb8ae-f0f1-11e0-b437-123139104432,1
BL,4120049,"CORP PUBLIC BROADCASTING, 1761, P METZ",RTVS,2008-10-30 00:00:00,2008-10-01 00:00:00,2049-01-01 00:00:00,Y,c06ce7bc-f0f1-11e0-b437-123139104432,1
BL,4120101,"CORP PUBLIC BROADCASTING; 1761; METZ, P.",RTVS,2009-12-01 00:00:00,2009-10-01 00:00:00,2049-01-01 00:00:00,N,c07752ce-f0f1-11e0-b437-123139104432,1
BL,4120106,"CORP FOR PUBLIC BROADCASTNG;1761;METZ, P",RTVS,2010-11-22 00:00:00,2010-10-01 00:00:00,2049-01-01 00:00:00,N,c0819f4a-f0f1-11e0-b437-123139104432,1
BL,4125602,"IIE, NSEP-U631023-IU-CHN-08-D04, LIU, J",EALC,2008-09-23 00:00:00,2008-08-01 00:00:00,2049-01-01 00:00:00,N,c08bfb16-f0f1-11e0-b437-123139104432,1
BL,4125603,"IIE, NSEP-U631033-IU-CHN-SI, LING, V.",EALC,2009-05-11 00:00:00,2009-04-01 00:00:00,2049-01-01 00:00:00,N,c0a4d4ec-f0f1-11e0-b437-123139104432,1
BL,4125605,"IIE, NSEP-U631043-IU-CHN, LIU, J",EALC,2010-09-27 00:00:00,2010-08-01 00:00:00,2049-01-01 00:00:00,N,c0af67e0-f0f1-11e0-b437-123139104432,1
BL,4140317,"IYI, M.HIGHTOWER-KING",CEEP,2008-09-18 00:00:00,2008-09-01 00:00:00,2049-01-01 00:00:00,Y,c0be4ea4-f0f1-11e0-b437-123139104432,1
BL,4146220,AM ATH UNION/PRES CHALLANGE/WILLETT,KINE,2002-10-21 00:00:00,2002-07-01 00:00:00,2049-01-01 00:00:00,N,c0c9d012-f0f1-11e0-b437-123139104432,1
BL,4221109,USDE; P042A050627-09; J. WIGGINS,ACSP,2005-08-26 00:00:00,2006-09-01 00:00:00,2049-01-01 00:00:00,Y,c0d56062-f0f1-11e0-b437-123139104432,1
BL,4223294,"USDE; TITLE VI NRCP015A100006, OBENG,S",AFRI,2010-07-27 00:00:00,2010-08-15 00:00:00,2049-01-01 00:00:00,N,c0e039d8-f0f1-11e0-b437-123139104432,1
BL,4228314,"USDE P229A060020 - ATWOOD, C.",LCAR,2006-08-10 00:00:00,2006-08-15 00:00:00,2049-01-01 00:00:00,N,c0edf302-f0f1-11e0-b437-123139104432,1
BL,4323283,"USDE; P015A060006-09; OBENG,S",AFRI,2006-08-17 00:00:00,2006-08-15 00:00:00,2049-01-01 00:00:00,Y,c1153ea8-f0f1-11e0-b437-123139104432,1
BL,4325300,"ONR, N00014-07-1-1049, SCHEUTZ, M.",INFO,2007-06-15 00:00:00,2007-06-06 00:00:00,2049-01-01 00:00:00,N,c11fcd46-f0f1-11e0-b437-123139104432,1
BL,4325606,"NSA,H98230-09-1-0247, LIU, J",EALC,2009-06-05 00:00:00,2009-06-02 00:00:00,2049-01-01 00:00:00,Y,c12a1d82-f0f1-11e0-b437-123139104432,1
BL,4328803,NSA; H98230-09-1-0048,INDI,2010-04-08 00:00:00,2010-04-06 00:00:00,2049-01-01 00:00:00,Y,c1347214-f0f1-11e0-b437-123139104432,1
BL,4329728,US GOVT/H98230-08-C-0303^P0002/LUMSDAINE,CSCI,2009-08-26 00:00:00,2008-07-03 00:00:00,2049-01-01 00:00:00,Y,c1427d82-f0f1-11e0-b437-123139104432,1
BL,4329730,"DOE,DE-FG02-08ER25844,LUMSDAINE,A.",CSCI,2009-09-03 00:00:00,2009-07-01 00:00:00,2049-01-01 00:00:00,N,c14c7dbe-f0f1-11e0-b437-123139104432,1
BL,4330944,"DOE,DE-FG02-05ER41374,SHEPHERD,M (ON)",PHYS,2010-04-01 00:00:00,2010-04-15 00:00:00,2049-01-01 00:00:00,N,c156cc7e-f0f1-11e0-b437-123139104432,1
BL,4331308,"NIJ,2009-DN-BX-K226,BUSEY,T.",PSY,2009-11-24 00:00:00,2009-10-01 00:00:00,2049-01-01 00:00:00,N,c1613d80-f0f1-11e0-b437-123139104432,1
BL,4340206,US DEPT OF STATE - L MIKULECKY,ERES,2004-03-08 00:00:00,2004-02-26 00:00:00,2049-01-01 00:00:00,Y,c1758c54-f0f1-11e0-b437-123139104432,1
BL,4341712,DEPT OF STATE_STU-150-10-GR-059_MASON,SSDC,2010-09-28 00:00:00,2010-09-15 00:00:00,2049-01-01 00:00:00,N,c17fde66-f0f1-11e0-b437-123139104432,1
BL,4343238,NSWCCD/N00164-08-C-GM03/P.SOKOL,CEEM,2008-05-19 00:00:00,2008-05-15 00:00:00,2049-01-01 00:00:00,N,c18a3456-f0f1-11e0-b437-123139104432,1
BL,4346204,US NAVY/HDQMWR-08-C-0036^P00014/ARMBRUST,KINE,2009-03-17 00:00:00,2009-08-01 00:00:00,2049-01-01 00:00:00,N,c1947ed4-f0f1-11e0-b437-123139104432,1
BL,4347415,IMLS/LG-51-10-0135-10/DUNN,LIBR,2010-08-06 00:00:00,2010-08-01 00:00:00,2049-01-01 00:00:00,N,c19ed596-f0f1-11e0-b437-123139104432,1
BL,4431703,KAISER FOUNDATION; 05-1060-310; W. GANTZ,TELC,2005-12-15 00:00:00,2005-10-15 00:00:00,2049-01-01 00:00:00,Y,c1b68ef2-f0f1-11e0-b437-123139104432,1
BL,4446209,"RW JOHNSON FDN; 64442; JOHNSTON, J",KINE,2008-08-21 00:00:00,2009-05-01 00:00:00,2049-01-01 00:00:00,Y,c1c0f428-f0f1-11e0-b437-123139104432,1
BL,4546210,"CSX, J.SHEA",KINE,2009-06-29 00:00:00,2009-07-01 00:00:00,2049-01-01 00:00:00,N,c21596ea-f0f1-11e0-b437-123139104432,1
BL,4546213,"CSX, STUDENT INTERNS/TRAVEL J.SHEA",KINE,2010-09-10 00:00:00,2009-07-01 00:00:00,2049-01-01 00:00:00,N,c21febfe-f0f1-11e0-b437-123139104432,1
BL,4631327,NIH-NIDA/R21 DA024122-02/A.STRAIKER,PSY,2007-11-04 00:00:00,2007-09-25 00:00:00,2049-01-01 00:00:00,Y,c23486a4-f0f1-11e0-b437-123139104432,1
BL,4740316,"ICHE/P563-2008/PLUCKER,J",CEEP,2007-10-01 00:00:00,2007-07-01 00:00:00,2049-01-01 00:00:00,Y,c282bd7e-f0f1-11e0-b437-123139104432,1
BL,4740330,ICHE/J.PLUCKER,CEEP,2008-09-19 00:00:00,2008-07-01 00:00:00,2049-01-01 00:00:00,Y,c28d10e4-f0f1-11e0-b437-123139104432,1
BL,4741401,IN DEPT EDUC/A58-4-4206-001/J.PLUCKER,CEEP,2004-01-20 00:00:00,2003-10-01 00:00:00,2049-01-01 00:00:00,N,c2979050-f0f1-11e0-b437-123139104432,1
BL,4741428,IND DEPT OF CORRECT/D12-8-123^3/SEXTON,CFAS,2008-08-22 00:00:00,2008-07-01 00:00:00,2049-01-01 00:00:00,N,c2a1da38-f0f1-11e0-b437-123139104432,1
BL,4743859,IDOE/GREENE,CIA,2005-06-17 00:00:00,2005-06-01 00:00:00,2049-01-01 00:00:00,Y,c2b60be8-f0f1-11e0-b437-123139104432,1
BL,4743864,IDOE/GREENE,CIA,2006-06-30 00:00:00,2006-06-01 00:00:00,2049-01-01 00:00:00,Y,c2c34ae2-f0f1-11e0-b437-123139104432,1
BL,4745806,FSSA-DMH/A55-9-51-09-SA-0203/R.GASSMAN,APHS,2008-07-09 00:00:00,2008-07-01 00:00:00,2049-01-01 00:00:00,Y,c2cd9e8e-f0f1-11e0-b437-123139104432,1
BL,4745817,IFSSA-DMHA/53-10-2H-0203/R.GASSMAN,APHS,2009-05-14 00:00:00,2009-07-01 00:00:00,2049-01-01 00:00:00,Y,c2d7f2da-f0f1-11e0-b437-123139104432,1
BL,4745823,IFSSA-DMHA/53-10-2H-0203/R.GASSMAN/YR02,APHS,2009-12-18 00:00:00,2010-07-01 00:00:00,2049-01-01 00:00:00,N,c2ec9564-f0f1-11e0-b437-123139104432,1
BL,4826935,"NSF,CBET-1067007,BARTHELMIE,R.",GEOG,2011-03-15 00:00:00,2011-05-01 00:00:00,2049-01-01 00:00:00,N,c3162fa0-f0f1-11e0-b437-123139104432,1
BL,4845715,"NSF,IIS-0705676,LORENZEN-HUBER (REU)",APHS,2009-05-11 00:00:00,2007-09-01 00:00:00,2049-01-01 00:00:00,N,c323497e-f0f1-11e0-b437-123139104432,1
BL,4845717,"NSF, IIS-0916993 REU, LORENZEN-HUBER,L",APHS,2010-08-04 00:00:00,2009-09-01 00:00:00,2049-01-01 00:00:00,N,c32db170-f0f1-11e0-b437-123139104432,1
BL,5426200,LILLY 2004 1862-000 NEW FRONTIERS-MCROBB,FINS,2005-05-20 00:00:00,2004-11-01 00:00:00,2049-01-01 00:00:00,Y,c3758842-f0f1-11e0-b437-123139104432,1
BL,5431400,LILLY-METACYT NODE:MOLECULAR NEUROSCI,PSY,2005-03-09 00:00:00,2004-12-01 00:00:00,2049-01-01 00:00:00,N,c37feb7a-f0f1-11e0-b437-123139104432,1
BL,5442601,LILLY 2004 1862-000 NEW PERSPECT-MCROBBI,MUS,2005-05-20 00:00:00,2004-11-01 00:00:00,2049-01-01 00:00:00,Y,c38be45c-f0f1-11e0-b437-123139104432,1
BL,6032300,SLAVICA PUBLISHERS,SPUB,1997-08-20 00:00:00,1997-08-20 00:00:00,2049-01-01 00:00:00,N,c4ac4250-f0f1-11e0-b437-123139104432,1
BL,6041300,ANGLES CAFE AND GIFT SHOP,AMUS,1992-12-23 00:00:00,1992-12-23 00:00:00,2049-01-01 00:00:00,N,c54184b4-f0f1-11e0-b437-123139104432,1
BL,6043000,HOOSIER CT NURSERY SCHOOL,CCCS,1976-09-28 00:00:00,1997-01-01 00:00:00,2049-01-01 00:00:00,N,c5611ad6-f0f1-11e0-b437-123139104432,1
BL,6044700,OUTDOOR SWIMMING POOLS,RPAD,1976-07-01 00:00:00,1976-07-01 00:00:00,2049-01-01 00:00:00,N,c58e1c66-f0f1-11e0-b437-123139104432,1
BL,6347100,UNIV COMP SERV-ACADEMIC,ACC,1976-07-01 00:00:00,1976-07-01 00:00:00,2049-01-01 00:00:00,N,c62c9c88-f0f1-11e0-b437-123139104432,1
BL,6347108,TECHNOLOGY RESEARCH TECHNOLOGIES AUXILIA,TRT,2009-01-16 00:00:00,2009-01-16 00:00:00,2049-01-01 00:00:00,N,c636ecd8-f0f1-11e0-b437-123139104432,1
BL,6347115,TECHNOLOGY NETWORKS AUXILIARY,TNW,2009-01-16 00:00:00,2009-01-16 00:00:00,2049-01-01 00:00:00,N,c644d37a-f0f1-11e0-b437-123139104432,1
BL,6347116,TECHNOLOGY LEARNING TECHNOLOGIES AUXIL,TLT,2009-01-16 00:00:00,2009-01-16 00:00:00,2049-01-01 00:00:00,N,c64f2942-f0f1-11e0-b437-123139104432,1
BL,6347117,TECHNOLOGY SUPPORT AUXILIARY,TS,2009-01-16 00:00:00,2009-01-16 00:00:00,2049-01-01 00:00:00,N,c6598b1c-f0f1-11e0-b437-123139104432,1
BL,6622400,LABORATORY ANIMAL RESOURCES,LARS,1977-07-08 00:00:00,1977-07-08 00:00:00,2049-01-01 00:00:00,N,c6c3d0ee-f0f1-11e0-b437-123139104432,1
BL,6627500,IU WAREHOUSE,IUWH,1976-08-31 00:00:00,1976-08-31 00:00:00,2049-01-01 00:00:00,N,c6ce41f0-f0f1-11e0-b437-123139104432,1
BL,6642600,SERVICE ACTIVITIES MUSIC,MUAD,1992-03-30 00:00:00,1992-03-30 00:00:00,2049-01-01 00:00:00,N,c6d89236-f0f1-11e0-b437-123139104432,1
BL,6643202,ALLOCABLE COSTS,CEEM,2002-12-23 00:00:00,2002-12-23 00:00:00,2049-01-01 00:00:00,N,c6e889ac-f0f1-11e0-b437-123139104432,1
BL,9720412,KINSEY INST FOR SEX RES INC,KINS,1976-07-01 00:00:00,1976-07-01 00:00:00,2049-01-01 00:00:00,N,c76db65e-f0f1-11e0-b437-123139104432,1
BL,9747100,CONSORTIUM COLLEGE/UNIVERSITIES MEDIA CT,VPIT,2007-08-20 00:00:00,2007-08-20 00:00:00,2049-01-01 00:00:00,N,c7781842-f0f1-11e0-b437-123139104432,1
BL,9833645,HARMONY SCHOOL,WKST,1994-09-14 00:00:00,1994-09-14 00:00:00,2049-01-01 00:00:00,N,c7867220-f0f1-11e0-b437-123139104432,1
BL,9835360,MONROE CO PUBLIC LIBRARY,WKST,1976-07-01 00:00:00,1976-07-01 00:00:00,2049-01-01 00:00:00,N,c790d396-f0f1-11e0-b437-123139104432,1
IA,6080561,NAT-POLARIS ROOM,NATA,1983-12-13 00:00:00,1983-12-13 00:00:00,2049-01-01 00:00:00,N,c5ed38e0-f0f1-11e0-b437-123139104432,1
IN,1186038,DEPT SPT-UPA TECHNOLOGY SYSTEMS,PUPA,2001-09-20 00:00:00,2001-09-20 00:00:00,2049-01-01 00:00:00,N,b85ca1ca-f0f1-11e0-b437-123139104432,1
IN,1270153,ESI-INTERNATIONAL AFFAIRS,ESI,2010-08-11 00:00:00,2010-08-11 00:00:00,2049-01-01 00:00:00,N,b8670caa-f0f1-11e0-b437-123139104432,1
IN,1270165,OFFICE OF INTERNATL PROG,INTP,1993-07-01 00:00:00,1998-02-16 00:00:00,2049-01-01 00:00:00,N,b87a8aa0-f0f1-11e0-b437-123139104432,1
IN,1271508,CAMPUS VISIT PROGRAM,ENRL,1997-08-08 00:00:00,1998-02-16 00:00:00,2049-01-01 00:00:00,N,b8850764-f0f1-11e0-b437-123139104432,1
