HR_EARN_CODE_SECURITY_ID,LOCATION,DEPT,HR_SAL_GROUP,EARN_CODE,EARN_CODE_TYPE,EMPLOYEE,APPROVER,EFFDT,TIMESTAMP,ACTIVE,USER_PRINCIPAL_ID,OBJ_ID,VER_NBR,GRP_KEY_CD
10179,%,%,SS,MIL,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C242185E0404F0A27625B96,1,IU-IN
10180,%,%,SS,PRM,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C272185E0404F0A27625B96,1,IU-IN
10181,%,%,SS,SBY,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C282185E0404F0A27625B96,1,IU-IN
10182,%,%,SS,SCK,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C292185E0404F0A27625B96,1,IU-IN
10183,%,%,SS,SFC,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C2A2185E0404F0A27625B96,1,IU-IN
10184,%,%,SS,SFL,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C2B2185E0404F0A27625B96,1,IU-IN
10185,%,%,SS,SWP,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C372185E0404F0A27625B96,1,IU-IN
10186,%,%,SS,TDC,T,Y,Y,1901-01-01,2011-09-16 11:52:00,N,admin,AD11FA633C382185E0404F0A27625B96,1,IU-IN
10187,%,%,SS,TDP,T,Y,Y,1901-01-01,2011-09-16 11:52:00,N,admin,AD11FA633C392185E0404F0A27625B96,1,IU-IN
10188,%,%,SS,TUH,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C3A2185E0404F0A27625B96,1,IU-IN
10189,%,%,SS,UNB,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C3B2185E0404F0A27625B96,1,IU-IN
10190,%,%,SS,VAC,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C3C2185E0404F0A27625B96,1,IU-IN
10191,%,%,SS,VFL,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C3D2185E0404F0A27625B96,1,IU-IN
10192,%,%,SS,VMF,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C3E2185E0404F0A27625B96,1,IU-IN
10193,%,%,SS,VML,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C3F2185E0404F0A27625B96,1,IU-IN
10194,%,%,SS,VNL,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C402185E0404F0A27625B96,1,IU-IN
10195,%,%,SS,VTE,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C412185E0404F0A27625B96,1,IU-IN
10196,%,%,SS,WTH,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C422185E0404F0A27625B96,1,IU-IN
10197,%,%,TE,ABS,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C4F2185E0404F0A27625B96,1,IU-IN
10198,%,%,TE,ADW,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C502185E0404F0A27625B96,1,IU-IN
10199,%,%,TE,AFL,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C512185E0404F0A27625B96,1,IU-IN
10200,%,%,TE,AMC,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C522185E0404F0A27625B96,1,IU-IN
10201,%,%,TE,AML,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C532185E0404F0A27625B96,1,IU-IN
10202,%,%,TE,ANV,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C542185E0404F0A27625B96,1,IU-IN
10203,%,%,TE,AWB,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C552185E0404F0A27625B96,1,IU-IN
10204,%,%,TE,CAL,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C562185E0404F0A27625B96,1,IU-IN
10205,%,%,TE,CPF,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C572185E0404F0A27625B96,1,IU-IN
10206,%,%,TE,CPH,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C582185E0404F0A27625B96,1,IU-IN
10207,%,%,TE,CPM,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C592185E0404F0A27625B96,1,IU-IN
10208,%,%,TE,CPT,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C5A2185E0404F0A27625B96,1,IU-IN
10209,%,%,TE,CTD,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C5B2185E0404F0A27625B96,1,IU-IN
10210,%,%,TE,EWP,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C5C2185E0404F0A27625B96,1,IU-IN
10211,%,%,TE,FNL,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C5D2185E0404F0A27625B96,1,IU-IN
10212,%,%,TE,HAC,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C5E2185E0404F0A27625B96,1,IU-IN
10213,%,%,TE,HFC,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C5F2185E0404F0A27625B96,1,IU-IN
10214,%,%,TE,HFL,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C602185E0404F0A27625B96,1,IU-IN
10215,%,%,TE,HIP,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C612185E0404F0A27625B96,1,IU-IN
10216,%,%,TE,HOC,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C622185E0404F0A27625B96,1,IU-IN
10217,%,%,TE,HOF,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C632185E0404F0A27625B96,1,IU-IN
10218,%,%,TE,HOL,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C642185E0404F0A27625B96,1,IU-IN
10219,%,%,TE,HTK,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C652185E0404F0A27625B96,1,IU-IN
10220,%,%,TE,INA,T,N,N,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C662185E0404F0A27625B96,1,IU-IN
10221,%,%,TE,IND,T,N,N,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C672185E0404F0A27625B96,1,IU-IN
10222,%,%,TE,INJ,T,N,N,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C682185E0404F0A27625B96,1,IU-IN
10223,%,%,TE,INV,T,N,N,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C692185E0404F0A27625B96,1,IU-IN
10224,%,%,TE,MIL,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C6A2185E0404F0A27625B96,1,IU-IN
10225,%,%,TE,PRM,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C6D2185E0404F0A27625B96,1,IU-IN
10226,%,%,TE,SBY,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C6E2185E0404F0A27625B96,1,IU-IN
10227,%,%,TE,SCK,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C6F2185E0404F0A27625B96,1,IU-IN
10228,%,%,TE,SFC,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C702185E0404F0A27625B96,1,IU-IN
10229,%,%,TE,SFL,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C712185E0404F0A27625B96,1,IU-IN
10230,%,%,TE,SWP,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C7D2185E0404F0A27625B96,1,IU-IN
10231,%,%,TE,TDC,T,Y,Y,1901-01-01,2011-09-16 11:52:00,N,admin,AD11FA633C7E2185E0404F0A27625B96,1,IU-IN
10232,%,%,TE,TDP,T,Y,Y,1901-01-01,2011-09-16 11:52:00,N,admin,AD11FA633C7F2185E0404F0A27625B96,1,IU-IN
10233,%,%,TE,TUH,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C802185E0404F0A27625B96,1,IU-IN
10234,%,%,TE,UNB,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C812185E0404F0A27625B96,1,IU-IN
10235,%,%,TE,VAC,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C822185E0404F0A27625B96,1,IU-IN
10236,%,%,TE,VFL,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C832185E0404F0A27625B96,1,IU-IN
10237,%,%,TE,VMF,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C842185E0404F0A27625B96,1,IU-IN
10238,%,%,TE,VML,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C852185E0404F0A27625B96,1,IU-IN
10239,%,%,TE,VNL,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C862185E0404F0A27625B96,1,IU-IN
10240,%,%,TE,VTE,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C872185E0404F0A27625B96,1,IU-IN
10241,%,%,TE,WTH,T,Y,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C882185E0404F0A27625B96,1,IU-IN
10242,%,%,WSU,PRW,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633C952185E0404F0A27625B96,1,IU-IN
10243,%,BA-RPAS,PAO,ABS,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633CAF2185E0404F0A27625B96,1,IU-IN
10244,BL,%,SM,HBV,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BF92185E0404F0A27625B96,1,IU-IN
10245,BL,%,SM,SCP,T,N,Y,1901-01-01,2011-09-16 11:52:00,Y,admin,AD11FA633BFA2185E0404F0A27625B96,1,IU-IN
